NUMERO;COD_USUARIO;FECHA_CREACION;FECHA_ESPERADA_ENTREGA;FECHA_ENTREGA;PRECIO_CABANDES;HA_SIDO_CANCELADO;HA_SIDO_ENTREGADO;
6121387;'ra4@gmail.com';TO_DATE('2014-03-08','YYYY-MM-DD');TO_DATE('2014-03-15','YYYY-MM-DD');NULL;234332;'No';'No';
5421114;'do4@uniandes.edu.co';TO_DATE('2013-05-28','YYYY-MM-DD');TO_DATE('2013-06-06','YYYY-MM-DD');NULL;42119;'No';'No';
7582305;'robi10@yahoo.com';TO_DATE('2013-10-07','YYYY-MM-DD');TO_DATE('2013-10-20','YYYY-MM-DD');NULL;293521;'No';'No';
4663666;'ko82@gmail.com';TO_DATE('2013-12-14','YYYY-MM-DD');TO_DATE('2013-12-22','YYYY-MM-DD');TO_DATE('2013-12-20','YYYY-MM-DD');196121;'No';'Si';
4257123;'nuku12@yahoo.com';TO_DATE('2013-12-04','YYYY-MM-DD');TO_DATE('2013-12-18','YYYY-MM-DD');TO_DATE('2013-12-13','YYYY-MM-DD');290209;'No';'Si';
2869951;'deqi28@hotmail.com';TO_DATE('2013-12-11','YYYY-MM-DD');TO_DATE('2013-12-26','YYYY-MM-DD');NULL;257564;'No';'No';
6838694;'ce70@uniandes.edu.co';TO_DATE('2014-04-14','YYYY-MM-DD');TO_DATE('2014-04-21','YYYY-MM-DD');TO_DATE('2014-04-24','YYYY-MM-DD');193091;'No';'Si';
1046911;'sapu23@gmail.com';TO_DATE('2014-03-27','YYYY-MM-DD');TO_DATE('2014-04-03','YYYY-MM-DD');NULL;149973;'Si';'No';
3402358;'qisa5@uniandes.edu.co';TO_DATE('2013-10-03','YYYY-MM-DD');TO_DATE('2013-10-16','YYYY-MM-DD');NULL;80786;'No';'No';
5365405;'robi10@yahoo.com';TO_DATE('2014-03-02','YYYY-MM-DD');TO_DATE('2014-03-10','YYYY-MM-DD');NULL;252266;'No';'No';
3782663;'ca37@uniandes.edu.co';TO_DATE('2013-06-24','YYYY-MM-DD');TO_DATE('2013-07-04','YYYY-MM-DD');TO_DATE('2013-07-01','YYYY-MM-DD');56421;'No';'Si';
4274417;'xe69@gmail.com';TO_DATE('2013-05-20','YYYY-MM-DD');TO_DATE('2013-06-01','YYYY-MM-DD');NULL;167011;'No';'No';
3557374;'mu11@uniandes.edu.co';TO_DATE('2013-11-13','YYYY-MM-DD');TO_DATE('2013-11-24','YYYY-MM-DD');NULL;226237;'No';'No';
4142085;'nolo72@uniandes.edu.co';TO_DATE('2013-11-07','YYYY-MM-DD');TO_DATE('2013-11-14','YYYY-MM-DD');TO_DATE('2013-11-13','YYYY-MM-DD');277182;'No';'Si';
2322845;'wa60@gmail.com';TO_DATE('2013-12-26','YYYY-MM-DD');TO_DATE('2014-01-06','YYYY-MM-DD');NULL;113413;'Si';'No';
6699115;'to95@gmail.com';TO_DATE('2014-01-07','YYYY-MM-DD');TO_DATE('2014-01-19','YYYY-MM-DD');NULL;85341;'Si';'No';
705126;'de37@uniandes.edu.co';TO_DATE('2014-04-09','YYYY-MM-DD');TO_DATE('2014-04-20','YYYY-MM-DD');NULL;144598;'No';'No';
7463031;'ki46@yahoo.com';TO_DATE('2014-03-23','YYYY-MM-DD');TO_DATE('2014-03-30','YYYY-MM-DD');NULL;184654;'No';'No';
9908413;'ko55@yahoo.com';TO_DATE('2013-12-18','YYYY-MM-DD');TO_DATE('2013-12-31','YYYY-MM-DD');NULL;261905;'Si';'No';
8563957;'ridu12@gmail.com';TO_DATE('2014-01-02','YYYY-MM-DD');TO_DATE('2014-01-15','YYYY-MM-DD');NULL;195832;'No';'No';
3683446;'ni44@uniandes.edu.co';TO_DATE('2014-04-11','YYYY-MM-DD');TO_DATE('2014-04-26','YYYY-MM-DD');TO_DATE('2014-05-01','YYYY-MM-DD');267554;'No';'Si';
6002787;'heru94@hotmail.com';TO_DATE('2014-04-12','YYYY-MM-DD');TO_DATE('2014-04-21','YYYY-MM-DD');NULL;70611;'No';'No';
6035568;'ne28@gmail.com';TO_DATE('2014-02-13','YYYY-MM-DD');TO_DATE('2014-02-23','YYYY-MM-DD');NULL;29855;'Si';'No';
3803791;'geqo14@gmail.com';TO_DATE('2013-11-11','YYYY-MM-DD');TO_DATE('2013-11-25','YYYY-MM-DD');TO_DATE('2013-11-25','YYYY-MM-DD');235575;'No';'Si';
3719801;'ha61@gmail.com';TO_DATE('2013-07-16','YYYY-MM-DD');TO_DATE('2013-07-26','YYYY-MM-DD');NULL;85177;'Si';'No';
7660105;'gixi51@yahoo.com';TO_DATE('2013-12-15','YYYY-MM-DD');TO_DATE('2013-12-27','YYYY-MM-DD');TO_DATE('2014-01-01','YYYY-MM-DD');278721;'No';'Si';
5616143;'heru94@hotmail.com';TO_DATE('2013-10-23','YYYY-MM-DD');TO_DATE('2013-11-07','YYYY-MM-DD');TO_DATE('2013-11-04','YYYY-MM-DD');20462;'No';'Si';
1551543;'mare65@hotmail.com';TO_DATE('2013-11-09','YYYY-MM-DD');TO_DATE('2013-11-24','YYYY-MM-DD');TO_DATE('2013-11-23','YYYY-MM-DD');119539;'No';'Si';
7230276;'dipa75@yahoo.com';TO_DATE('2013-12-04','YYYY-MM-DD');TO_DATE('2013-12-18','YYYY-MM-DD');TO_DATE('2013-12-20','YYYY-MM-DD');290341;'No';'Si';
6840190;'nami42@uniandes.edu.co';TO_DATE('2013-06-07','YYYY-MM-DD');TO_DATE('2013-06-22','YYYY-MM-DD');TO_DATE('2013-06-21','YYYY-MM-DD');119558;'No';'Si';
9078288;'gixi51@yahoo.com';TO_DATE('2013-08-03','YYYY-MM-DD');TO_DATE('2013-08-12','YYYY-MM-DD');TO_DATE('2013-08-10','YYYY-MM-DD');82705;'No';'Si';
936160;'fazo8@yahoo.com';TO_DATE('2013-05-21','YYYY-MM-DD');TO_DATE('2013-05-31','YYYY-MM-DD');NULL;110641;'No';'No';
9231713;'de37@uniandes.edu.co';TO_DATE('2013-06-10','YYYY-MM-DD');TO_DATE('2013-06-18','YYYY-MM-DD');NULL;174030;'No';'No';
8307351;'nu59@gmail.com';TO_DATE('2013-12-28','YYYY-MM-DD');TO_DATE('2014-01-05','YYYY-MM-DD');NULL;31617;'No';'No';
4653641;'jiya59@yahoo.com';TO_DATE('2013-12-02','YYYY-MM-DD');TO_DATE('2013-12-14','YYYY-MM-DD');NULL;110456;'No';'No';
7464184;'qe27@yahoo.com';TO_DATE('2013-06-25','YYYY-MM-DD');TO_DATE('2013-07-06','YYYY-MM-DD');NULL;294558;'No';'No';
5201269;'ji39@yahoo.com';TO_DATE('2013-09-03','YYYY-MM-DD');TO_DATE('2013-09-17','YYYY-MM-DD');NULL;80166;'No';'No';
1288333;'jiya59@yahoo.com';TO_DATE('2013-12-20','YYYY-MM-DD');TO_DATE('2014-01-02','YYYY-MM-DD');NULL;112431;'Si';'No';
3685972;'ku50@hotmail.com';TO_DATE('2013-12-17','YYYY-MM-DD');TO_DATE('2013-12-25','YYYY-MM-DD');NULL;183357;'No';'No';
9649898;'jiya59@yahoo.com';TO_DATE('2013-07-16','YYYY-MM-DD');TO_DATE('2013-07-30','YYYY-MM-DD');NULL;95472;'No';'No';
4477932;'fado22@gmail.com';TO_DATE('2014-02-01','YYYY-MM-DD');TO_DATE('2014-02-16','YYYY-MM-DD');NULL;202931;'No';'No';
1500429;'yidu85@hotmail.com';TO_DATE('2013-05-25','YYYY-MM-DD');TO_DATE('2013-06-02','YYYY-MM-DD');NULL;17218;'No';'No';
7896891;'mu11@uniandes.edu.co';TO_DATE('2013-05-17','YYYY-MM-DD');TO_DATE('2013-05-28','YYYY-MM-DD');NULL;134192;'No';'No';
9637781;'qipe68@gmail.com';TO_DATE('2013-06-14','YYYY-MM-DD');TO_DATE('2013-06-22','YYYY-MM-DD');NULL;133782;'Si';'No';
9155604;'qedi8@yahoo.com';TO_DATE('2013-10-01','YYYY-MM-DD');TO_DATE('2013-10-13','YYYY-MM-DD');NULL;259185;'No';'No';
9484539;'peme19@hotmail.com';TO_DATE('2013-07-28','YYYY-MM-DD');TO_DATE('2013-08-11','YYYY-MM-DD');TO_DATE('2013-08-15','YYYY-MM-DD');29581;'No';'Si';
8409449;'se30@hotmail.com';TO_DATE('2013-09-11','YYYY-MM-DD');TO_DATE('2013-09-18','YYYY-MM-DD');NULL;200452;'Si';'No';
9368428;'ru11@hotmail.com';TO_DATE('2013-08-03','YYYY-MM-DD');TO_DATE('2013-08-13','YYYY-MM-DD');TO_DATE('2013-08-12','YYYY-MM-DD');139417;'No';'Si';
9240908;'tipu74@uniandes.edu.co';TO_DATE('2014-01-08','YYYY-MM-DD');TO_DATE('2014-01-16','YYYY-MM-DD');NULL;227120;'No';'No';
1694659;'pese65@gmail.com';TO_DATE('2014-02-06','YYYY-MM-DD');TO_DATE('2014-02-18','YYYY-MM-DD');NULL;287505;'No';'No';
4606520;'wa60@gmail.com';TO_DATE('2013-07-20','YYYY-MM-DD');TO_DATE('2013-08-03','YYYY-MM-DD');TO_DATE('2013-08-06','YYYY-MM-DD');41829;'No';'Si';
7022376;'to95@gmail.com';TO_DATE('2013-10-04','YYYY-MM-DD');TO_DATE('2013-10-17','YYYY-MM-DD');NULL;298312;'No';'No';
4393419;'hidi1@hotmail.com';TO_DATE('2013-08-26','YYYY-MM-DD');TO_DATE('2013-09-03','YYYY-MM-DD');NULL;119154;'No';'No';
6047433;'vofe30@yahoo.com';TO_DATE('2013-04-19','YYYY-MM-DD');TO_DATE('2013-05-01','YYYY-MM-DD');TO_DATE('2013-05-04','YYYY-MM-DD');12532;'No';'Si';
8789005;'ji4@hotmail.com';TO_DATE('2013-12-03','YYYY-MM-DD');TO_DATE('2013-12-15','YYYY-MM-DD');TO_DATE('2013-12-20','YYYY-MM-DD');201765;'No';'Si';
9129585;'qisa5@uniandes.edu.co';TO_DATE('2013-08-20','YYYY-MM-DD');TO_DATE('2013-08-31','YYYY-MM-DD');TO_DATE('2013-09-01','YYYY-MM-DD');114250;'No';'Si';
620313;'ge36@yahoo.com';TO_DATE('2013-12-11','YYYY-MM-DD');TO_DATE('2013-12-20','YYYY-MM-DD');NULL;276212;'Si';'No';
6334755;'ledi49@gmail.com';TO_DATE('2014-03-14','YYYY-MM-DD');TO_DATE('2014-03-26','YYYY-MM-DD');NULL;216850;'No';'No';
3999808;'xe69@gmail.com';TO_DATE('2014-01-05','YYYY-MM-DD');TO_DATE('2014-01-12','YYYY-MM-DD');TO_DATE('2014-01-14','YYYY-MM-DD');70019;'No';'Si';
8925970;'pa11@hotmail.com';TO_DATE('2013-07-11','YYYY-MM-DD');TO_DATE('2013-07-26','YYYY-MM-DD');NULL;22284;'No';'No';
270364;'qisa5@uniandes.edu.co';TO_DATE('2013-12-07','YYYY-MM-DD');TO_DATE('2013-12-19','YYYY-MM-DD');NULL;269996;'Si';'No';
3328763;'fili55@yahoo.com';TO_DATE('2013-12-07','YYYY-MM-DD');TO_DATE('2013-12-20','YYYY-MM-DD');NULL;33595;'No';'No';
3002345;'suga36@uniandes.edu.co';TO_DATE('2014-03-14','YYYY-MM-DD');TO_DATE('2014-03-29','YYYY-MM-DD');NULL;92011;'No';'No';
750118;'co11@uniandes.edu.co';TO_DATE('2013-09-02','YYYY-MM-DD');TO_DATE('2013-09-17','YYYY-MM-DD');TO_DATE('2013-09-15','YYYY-MM-DD');224558;'No';'Si';
1823800;'vofe30@yahoo.com';TO_DATE('2013-09-09','YYYY-MM-DD');TO_DATE('2013-09-24','YYYY-MM-DD');NULL;187497;'No';'No';
4967549;'leli97@yahoo.com';TO_DATE('2013-08-06','YYYY-MM-DD');TO_DATE('2013-08-21','YYYY-MM-DD');NULL;92172;'Si';'No';
4922283;'vofe30@yahoo.com';TO_DATE('2014-04-14','YYYY-MM-DD');TO_DATE('2014-04-25','YYYY-MM-DD');TO_DATE('2014-04-20','YYYY-MM-DD');53375;'No';'Si';
7343455;'jiya59@yahoo.com';TO_DATE('2013-07-27','YYYY-MM-DD');TO_DATE('2013-08-06','YYYY-MM-DD');TO_DATE('2013-08-02','YYYY-MM-DD');82850;'No';'Si';
7984660;'mu11@uniandes.edu.co';TO_DATE('2013-11-03','YYYY-MM-DD');TO_DATE('2013-11-17','YYYY-MM-DD');NULL;140638;'No';'No';
2663747;'hago6@uniandes.edu.co';TO_DATE('2013-11-02','YYYY-MM-DD');TO_DATE('2013-11-17','YYYY-MM-DD');TO_DATE('2013-11-21','YYYY-MM-DD');176605;'No';'Si';
4151443;'taxu38@gmail.com';TO_DATE('2013-10-03','YYYY-MM-DD');TO_DATE('2013-10-17','YYYY-MM-DD');NULL;40625;'No';'No';
9739661;'to86@gmail.com';TO_DATE('2013-12-04','YYYY-MM-DD');TO_DATE('2013-12-17','YYYY-MM-DD');NULL;64695;'No';'No';
4159866;'se30@hotmail.com';TO_DATE('2014-04-12','YYYY-MM-DD');TO_DATE('2014-04-27','YYYY-MM-DD');NULL;283819;'No';'No';
2967595;'do2@gmail.com';TO_DATE('2013-05-11','YYYY-MM-DD');TO_DATE('2013-05-23','YYYY-MM-DD');TO_DATE('2013-05-19','YYYY-MM-DD');101213;'No';'Si';
4374999;'to95@gmail.com';TO_DATE('2013-05-30','YYYY-MM-DD');TO_DATE('2013-06-07','YYYY-MM-DD');NULL;242413;'No';'No';
3931578;'ruju50@yahoo.com';TO_DATE('2014-02-06','YYYY-MM-DD');TO_DATE('2014-02-15','YYYY-MM-DD');NULL;229559;'No';'No';
9374152;'so82@gmail.com';TO_DATE('2013-05-13','YYYY-MM-DD');TO_DATE('2013-05-20','YYYY-MM-DD');NULL;246246;'No';'No';
6476358;'gipe93@hotmail.com';TO_DATE('2013-07-21','YYYY-MM-DD');TO_DATE('2013-07-30','YYYY-MM-DD');TO_DATE('2013-08-03','YYYY-MM-DD');101874;'No';'Si';
5878337;'jiya59@yahoo.com';TO_DATE('2013-08-06','YYYY-MM-DD');TO_DATE('2013-08-16','YYYY-MM-DD');NULL;158719;'Si';'No';
3451693;'ledi49@gmail.com';TO_DATE('2014-04-11','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');NULL;224480;'Si';'No';
1637938;'ki46@yahoo.com';TO_DATE('2014-01-02','YYYY-MM-DD');TO_DATE('2014-01-15','YYYY-MM-DD');NULL;233861;'Si';'No';
8067308;'qe80@uniandes.edu.co';TO_DATE('2014-01-25','YYYY-MM-DD');TO_DATE('2014-02-07','YYYY-MM-DD');NULL;53513;'No';'No';
9283953;'ya89@yahoo.com';TO_DATE('2013-12-03','YYYY-MM-DD');TO_DATE('2013-12-12','YYYY-MM-DD');NULL;230005;'Si';'No';
9187435;'wa75@yahoo.com';TO_DATE('2013-08-12','YYYY-MM-DD');TO_DATE('2013-08-21','YYYY-MM-DD');TO_DATE('2013-08-21','YYYY-MM-DD');197867;'No';'Si';
7363721;'zebo70@yahoo.com';TO_DATE('2013-06-07','YYYY-MM-DD');TO_DATE('2013-06-18','YYYY-MM-DD');TO_DATE('2013-06-17','YYYY-MM-DD');251616;'No';'Si';
5783195;'fapa49@uniandes.edu.co';TO_DATE('2013-12-09','YYYY-MM-DD');TO_DATE('2013-12-23','YYYY-MM-DD');NULL;81140;'No';'No';
9897973;'peme19@hotmail.com';TO_DATE('2013-10-18','YYYY-MM-DD');TO_DATE('2013-10-25','YYYY-MM-DD');NULL;145128;'Si';'No';
1678509;'heru94@hotmail.com';TO_DATE('2013-10-05','YYYY-MM-DD');TO_DATE('2013-10-12','YYYY-MM-DD');NULL;173367;'Si';'No';
4765930;'hose83@gmail.com';TO_DATE('2013-10-28','YYYY-MM-DD');TO_DATE('2013-11-12','YYYY-MM-DD');TO_DATE('2013-11-10','YYYY-MM-DD');20655;'No';'Si';
8990977;'xo71@uniandes.edu.co';TO_DATE('2014-03-23','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');TO_DATE('2014-04-10','YYYY-MM-DD');206883;'No';'Si';
1804343;'nolo72@uniandes.edu.co';TO_DATE('2014-03-02','YYYY-MM-DD');TO_DATE('2014-03-11','YYYY-MM-DD');NULL;264051;'No';'No';
5843582;'zebo70@yahoo.com';TO_DATE('2014-04-09','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');NULL;169546;'Si';'No';
2358940;'geqo14@gmail.com';TO_DATE('2013-12-27','YYYY-MM-DD');TO_DATE('2014-01-11','YYYY-MM-DD');NULL;252763;'No';'No';
9221561;'ki77@gmail.com';TO_DATE('2013-05-22','YYYY-MM-DD');TO_DATE('2013-06-03','YYYY-MM-DD');NULL;170682;'Si';'No';
1279130;'daco57@hotmail.com';TO_DATE('2013-12-02','YYYY-MM-DD');TO_DATE('2013-12-17','YYYY-MM-DD');NULL;209534;'No';'No';
7724741;'xe69@gmail.com';TO_DATE('2013-04-16','YYYY-MM-DD');TO_DATE('2013-04-29','YYYY-MM-DD');NULL;102655;'No';'No';
9884741;'mare65@hotmail.com';TO_DATE('2013-05-01','YYYY-MM-DD');TO_DATE('2013-05-10','YYYY-MM-DD');NULL;256033;'No';'No';
9372039;'veki71@uniandes.edu.co';TO_DATE('2013-09-09','YYYY-MM-DD');TO_DATE('2013-09-19','YYYY-MM-DD');TO_DATE('2013-09-17','YYYY-MM-DD');49879;'No';'Si';
7998922;'cugu88@gmail.com';TO_DATE('2013-08-19','YYYY-MM-DD');TO_DATE('2013-08-26','YYYY-MM-DD');NULL;15987;'Si';'No';
5106119;'gici81@gmail.com';TO_DATE('2013-05-14','YYYY-MM-DD');TO_DATE('2013-05-22','YYYY-MM-DD');NULL;142633;'No';'No';
6154118;'cu33@gmail.com';TO_DATE('2014-03-18','YYYY-MM-DD');TO_DATE('2014-03-30','YYYY-MM-DD');TO_DATE('2014-04-03','YYYY-MM-DD');155078;'No';'Si';
5877787;'ji4@hotmail.com';TO_DATE('2013-06-26','YYYY-MM-DD');TO_DATE('2013-07-04','YYYY-MM-DD');TO_DATE('2013-07-02','YYYY-MM-DD');89034;'No';'Si';
2544284;'mu11@uniandes.edu.co';TO_DATE('2013-10-01','YYYY-MM-DD');TO_DATE('2013-10-08','YYYY-MM-DD');NULL;127992;'Si';'No';
5943774;'gipe93@hotmail.com';TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-03-09','YYYY-MM-DD');NULL;177990;'No';'No';
5107980;'co11@uniandes.edu.co';TO_DATE('2013-06-09','YYYY-MM-DD');TO_DATE('2013-06-19','YYYY-MM-DD');NULL;157413;'Si';'No';
5328221;'ni36@yahoo.com';TO_DATE('2014-01-25','YYYY-MM-DD');TO_DATE('2014-02-01','YYYY-MM-DD');NULL;56006;'Si';'No';
6042035;'sefi96@uniandes.edu.co';TO_DATE('2013-11-22','YYYY-MM-DD');TO_DATE('2013-12-07','YYYY-MM-DD');NULL;183693;'Si';'No';
3453700;'nu59@gmail.com';TO_DATE('2013-09-13','YYYY-MM-DD');TO_DATE('2013-09-22','YYYY-MM-DD');NULL;231368;'No';'No';
5429310;'to95@gmail.com';TO_DATE('2013-12-08','YYYY-MM-DD');TO_DATE('2013-12-21','YYYY-MM-DD');TO_DATE('2013-12-18','YYYY-MM-DD');262338;'No';'Si';
2277105;'me32@uniandes.edu.co';TO_DATE('2013-12-20','YYYY-MM-DD');TO_DATE('2013-12-27','YYYY-MM-DD');TO_DATE('2013-12-23','YYYY-MM-DD');253678;'No';'Si';
9094730;'ruju50@yahoo.com';TO_DATE('2013-10-20','YYYY-MM-DD');TO_DATE('2013-11-01','YYYY-MM-DD');TO_DATE('2013-11-06','YYYY-MM-DD');22864;'No';'Si';
880697;'mare65@hotmail.com';TO_DATE('2013-08-22','YYYY-MM-DD');TO_DATE('2013-09-03','YYYY-MM-DD');NULL;177413;'No';'No';
1906202;'veki71@uniandes.edu.co';TO_DATE('2013-10-08','YYYY-MM-DD');TO_DATE('2013-10-17','YYYY-MM-DD');NULL;45571;'No';'No';
7293212;'to93@yahoo.com';TO_DATE('2013-09-01','YYYY-MM-DD');TO_DATE('2013-09-14','YYYY-MM-DD');NULL;126830;'No';'No';
2438028;'so82@gmail.com';TO_DATE('2013-12-18','YYYY-MM-DD');TO_DATE('2013-12-25','YYYY-MM-DD');NULL;115166;'No';'No';
4756232;'heru94@hotmail.com';TO_DATE('2014-03-06','YYYY-MM-DD');TO_DATE('2014-03-16','YYYY-MM-DD');NULL;225853;'No';'No';
3263968;'qati23@yahoo.com';TO_DATE('2013-04-18','YYYY-MM-DD');TO_DATE('2013-04-25','YYYY-MM-DD');NULL;195105;'No';'No';
9895903;'bi73@uniandes.edu.co';TO_DATE('2014-03-02','YYYY-MM-DD');TO_DATE('2014-03-14','YYYY-MM-DD');NULL;106588;'Si';'No';
6169651;'ruju50@yahoo.com';TO_DATE('2013-06-09','YYYY-MM-DD');TO_DATE('2013-06-19','YYYY-MM-DD');TO_DATE('2013-06-16','YYYY-MM-DD');25693;'No';'Si';
6945623;'fo73@yahoo.com';TO_DATE('2013-12-19','YYYY-MM-DD');TO_DATE('2014-01-03','YYYY-MM-DD');NULL;209612;'Si';'No';
1287614;'huqi23@gmail.com';TO_DATE('2014-02-12','YYYY-MM-DD');TO_DATE('2014-02-21','YYYY-MM-DD');NULL;211094;'Si';'No';
8371639;'bi73@uniandes.edu.co';TO_DATE('2013-10-20','YYYY-MM-DD');TO_DATE('2013-11-04','YYYY-MM-DD');TO_DATE('2013-11-07','YYYY-MM-DD');235141;'No';'Si';
4194041;'pese65@gmail.com';TO_DATE('2014-04-15','YYYY-MM-DD');TO_DATE('2014-04-26','YYYY-MM-DD');NULL;105356;'No';'No';
1120817;'bowi1@yahoo.com';TO_DATE('2014-03-17','YYYY-MM-DD');TO_DATE('2014-03-26','YYYY-MM-DD');NULL;298636;'No';'No';
9735392;'do2@gmail.com';TO_DATE('2014-03-30','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');NULL;239133;'Si';'No';
379336;'jiya59@yahoo.com';TO_DATE('2013-05-28','YYYY-MM-DD');TO_DATE('2013-06-05','YYYY-MM-DD');TO_DATE('2013-06-03','YYYY-MM-DD');221379;'No';'Si';
7472239;'ce70@uniandes.edu.co';TO_DATE('2013-08-03','YYYY-MM-DD');TO_DATE('2013-08-13','YYYY-MM-DD');NULL;73288;'No';'No';
1336533;'heru94@hotmail.com';TO_DATE('2013-12-23','YYYY-MM-DD');TO_DATE('2014-01-05','YYYY-MM-DD');NULL;182657;'No';'No';
8309581;'mo65@hotmail.com';TO_DATE('2013-07-09','YYYY-MM-DD');TO_DATE('2013-07-21','YYYY-MM-DD');TO_DATE('2013-07-23','YYYY-MM-DD');216489;'No';'Si';
1011290;'co11@uniandes.edu.co';TO_DATE('2013-05-27','YYYY-MM-DD');TO_DATE('2013-06-03','YYYY-MM-DD');TO_DATE('2013-06-04','YYYY-MM-DD');35122;'No';'Si';
5771500;'fado22@gmail.com';TO_DATE('2014-01-12','YYYY-MM-DD');TO_DATE('2014-01-27','YYYY-MM-DD');NULL;223885;'Si';'No';
4344255;'ki77@gmail.com';TO_DATE('2013-08-23','YYYY-MM-DD');TO_DATE('2013-09-07','YYYY-MM-DD');NULL;256109;'No';'No';
2371154;'yidu85@hotmail.com';TO_DATE('2013-07-19','YYYY-MM-DD');TO_DATE('2013-07-28','YYYY-MM-DD');NULL;88771;'No';'No';
332173;'xe69@gmail.com';TO_DATE('2013-07-07','YYYY-MM-DD');TO_DATE('2013-07-14','YYYY-MM-DD');NULL;230596;'No';'No';
7977019;'mumu25@yahoo.com';TO_DATE('2013-10-14','YYYY-MM-DD');TO_DATE('2013-10-23','YYYY-MM-DD');NULL;270912;'Si';'No';
5460959;'fuke46@yahoo.com';TO_DATE('2013-09-20','YYYY-MM-DD');TO_DATE('2013-10-02','YYYY-MM-DD');TO_DATE('2013-10-07','YYYY-MM-DD');168551;'No';'Si';
7206566;'wenu82@gmail.com';TO_DATE('2014-01-01','YYYY-MM-DD');TO_DATE('2014-01-13','YYYY-MM-DD');NULL;18690;'Si';'No';
9969250;'nuku12@yahoo.com';TO_DATE('2013-07-16','YYYY-MM-DD');TO_DATE('2013-07-23','YYYY-MM-DD');NULL;35264;'No';'No';
9922618;'mi14@uniandes.edu.co';TO_DATE('2013-08-18','YYYY-MM-DD');TO_DATE('2013-08-30','YYYY-MM-DD');NULL;201945;'No';'No';
1715489;'mare65@hotmail.com';TO_DATE('2013-12-23','YYYY-MM-DD');TO_DATE('2014-01-05','YYYY-MM-DD');NULL;70041;'No';'No';
41827;'gixi51@yahoo.com';TO_DATE('2013-05-08','YYYY-MM-DD');TO_DATE('2013-05-21','YYYY-MM-DD');NULL;202320;'No';'No';
6315595;'vigi73@hotmail.com';TO_DATE('2013-05-08','YYYY-MM-DD');TO_DATE('2013-05-22','YYYY-MM-DD');TO_DATE('2013-05-19','YYYY-MM-DD');131969;'No';'Si';
1717813;'ku50@hotmail.com';TO_DATE('2013-11-16','YYYY-MM-DD');TO_DATE('2013-11-23','YYYY-MM-DD');TO_DATE('2013-11-22','YYYY-MM-DD');58607;'No';'Si';
7020439;'huqi23@gmail.com';TO_DATE('2014-02-12','YYYY-MM-DD');TO_DATE('2014-02-19','YYYY-MM-DD');TO_DATE('2014-02-14','YYYY-MM-DD');226968;'No';'Si';
8106414;'vigi73@hotmail.com';TO_DATE('2014-04-13','YYYY-MM-DD');TO_DATE('2014-04-26','YYYY-MM-DD');NULL;78688;'Si';'No';
866768;'so82@gmail.com';TO_DATE('2013-12-13','YYYY-MM-DD');TO_DATE('2013-12-25','YYYY-MM-DD');NULL;168358;'Si';'No';
3859470;'cu33@gmail.com';TO_DATE('2013-05-16','YYYY-MM-DD');TO_DATE('2013-05-23','YYYY-MM-DD');NULL;60417;'No';'No';
2133496;'qe80@uniandes.edu.co';TO_DATE('2013-06-20','YYYY-MM-DD');TO_DATE('2013-06-30','YYYY-MM-DD');TO_DATE('2013-06-28','YYYY-MM-DD');265373;'No';'Si';
7638834;'fali22@gmail.com';TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-03-14','YYYY-MM-DD');NULL;260020;'No';'No';
9300239;'fuke46@yahoo.com';TO_DATE('2013-06-21','YYYY-MM-DD');TO_DATE('2013-07-03','YYYY-MM-DD');TO_DATE('2013-07-05','YYYY-MM-DD');277190;'No';'Si';
9949427;'ku51@uniandes.edu.co';TO_DATE('2013-12-29','YYYY-MM-DD');TO_DATE('2014-01-11','YYYY-MM-DD');TO_DATE('2014-01-13','YYYY-MM-DD');273723;'No';'Si';
321352;'heru94@hotmail.com';TO_DATE('2014-02-23','YYYY-MM-DD');TO_DATE('2014-03-08','YYYY-MM-DD');NULL;225299;'Si';'No';
2101947;'lu59@gmail.com';TO_DATE('2013-11-23','YYYY-MM-DD');TO_DATE('2013-12-01','YYYY-MM-DD');NULL;188824;'No';'No';
7610959;'zi33@uniandes.edu.co';TO_DATE('2014-03-30','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');TO_DATE('2014-04-02','YYYY-MM-DD');42142;'No';'Si';
6545210;'suga36@uniandes.edu.co';TO_DATE('2014-01-18','YYYY-MM-DD');TO_DATE('2014-02-02','YYYY-MM-DD');NULL;39881;'Si';'No';
5475449;'qipe68@gmail.com';TO_DATE('2013-12-17','YYYY-MM-DD');TO_DATE('2013-12-30','YYYY-MM-DD');NULL;41252;'No';'No';
9950953;'dipa75@yahoo.com';TO_DATE('2014-02-18','YYYY-MM-DD');TO_DATE('2014-02-26','YYYY-MM-DD');NULL;298562;'No';'No';
6984083;'bowi1@yahoo.com';TO_DATE('2014-03-04','YYYY-MM-DD');TO_DATE('2014-03-17','YYYY-MM-DD');NULL;295935;'No';'No';
