DIRECCION_ELECTRONICA;NOMBRE;DOC_IDENTIFICACION;PALABRA_CLAVE;CIUDAD;DEPARTAMENTO;NACIONALIDAD;DIRECCION_FISICA;CODIGO_POSTAL;TELEFONO;ROL;TIPO;
'na80@gmail.com';'Viviana Maldonado Correa';'C.C. 916716255';'eoKOz3liD';NULL;NULL;NULL;'Calle 56 #11-73';315;NULL;'Proveedor';'Persona natural';
'nu59@gmail.com';'Patricia Eva Benítez Aguirre';'C.C. 593398387';'Y59Ny1nUO';'Medellín';'Antioquia';'Colombiano';'Carrera 45 #24-11';260;NULL;'Administrador de local';'Persona natural';
'peqe75@gmail.com';'Marta Medina Mendoza';'C.C. 285979009';'NZqpwI8Zcsj7';NULL;NULL;NULL;'Calle 99 #40-29';92;'2426004';'Proveedor';'Persona natural';
'hago6@uniandes.edu.co';'Restaurante 941';'NIT 446063669';'rqN97gvx';'Bogotá';'Cundinamarca';'Colombiano';'Calle 25 #32-61';913;NULL;'Comprador mayorista';'Empresa';
'dimi33@gmail.com';'Hotel 737';'NIT 303848939';'CjyHRq0rmRy';'Medellín';'Antioquia';'Colombiano';'Carrera 77 #30-12';424;NULL;'Comprador mayorista';'Empresa';
'xuze3@yahoo.com';'Laura Verónica Vega Vargas';'C.C. 297094012';'TUtXmKST';'Medellín';'Antioquia';'Colombiano';NULL;566;'2277903';'Proveedor';'Persona natural';
'tuwo3@hotmail.com';'Hotel 583';'NIT 155731994';'DFiESeD7H8';NULL;NULL;NULL;'Calle 8 #86-25';NULL;'2586354';'Comprador mayorista';'Empresa';
'nifo46@uniandes.edu.co';'Supermercado 147';'NIT 95793973';'CZ1rJO6H';NULL;NULL;NULL;NULL;448;NULL;'Comprador mayorista';'Empresa';
'du32@hotmail.com';'Lorena Mónica Rojas Acosta';'C.C. 776589278';'LbDPJFmq9p6M';'Bogotá';'Cundinamarca';'Colombiano';'Calle 59 #88-99';NULL;NULL;'Proveedor';'Persona natural';
'ra4@gmail.com';'Hotel 465';'NIT 698365228';'zElM6FhWEU';'Bucaramanga';'Santander';'Colombiano';'Calle 53 #90-08';521;'7105594';'Comprador mayorista';'Empresa';
'ledi49@gmail.com';'Restaurante 602';'NIT 969780319';'65ZgIMvhOE';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'4578547';'Comprador mayorista';'Empresa';
'li12@yahoo.com';'Milena Matilde Acuña Romero';'C.C. 409062529';'LywiJSWJhr3O';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 73 #89-83';769;'7495038';'Proveedor';'Persona natural';
'ce47@uniandes.edu.co';'Natalia Navarro Valdéz';'C.C. 817552140';'Fu454VGIiYo';'Cali';'Valle del Cauca';'Colombiano';'Calle 77 #35-92';79;NULL;'Proveedor';'Persona natural';
'fili55@yahoo.com';'Carolina Lina Mendoza Páez';'C.C. 775939443';'QRUnIuSy89';'Bucaramanga';'Santander';'Colombiano';'Calle 58 #17-32';NULL;NULL;'Administrador de local';'Persona natural';
'fali22@gmail.com';'Mauricio Ernesto Correa Ramírez';'C.C. 198312984';'iPkixPebP';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 17 #46-35';NULL;NULL;'Administrador de local';'Persona natural';
'wa75@yahoo.com';'Daniela Marta Rivero Cardozo';'C.C. 405419468';'9c7H7g222bSr';'Bogotá';'Cundinamarca';'Colombiano';'Calle 6 #6-24';NULL;'2334193';'Administrador de local';'Persona natural';
'pa11@hotmail.com';'Supermercado 593';'NIT 981130776';'yMMh4bOiS';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 46 #11-30';NULL;'5694077';'Comprador mayorista';'Empresa';
'taxu38@gmail.com';'Hotel 663';'NIT 492665042';'RvOEKOMUZT2';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;NULL;'Comprador mayorista';'Empresa';
'co11@uniandes.edu.co';'Jenny Erica Medina Arce';'C.C. 242158836';'MtFCjNLKOS';'Bogotá';'Cundinamarca';'Colombiano';'Calle 39 #28-53';NULL;NULL;'Administrador de local';'Persona natural';
'wa60@gmail.com';'Beatriz Viviana Medina López';'C.C. 996007851';'l2yce8e9w';NULL;NULL;NULL;'Calle 57 #11-69';212;'3205858';'Administrador de local';'Persona natural';
'to8@yahoo.com';'Gonzalo Salamanca Quiroga';'C.C. 514418658';'8Uh8gNkQ';'Medellín';'Antioquia';'Colombiano';NULL;531;NULL;'Proveedor';'Persona natural';
'kido42@uniandes.edu.co';'Doris Mendoza Gómez';'C.C. 281389686';'ysojYedTAA';'Cali';'Valle del Cauca';'Colombiano';'Calle 9 #7-20';904;'6042866';'Proveedor';'Persona natural';
'bi73@uniandes.edu.co';'Restaurante 520';'NIT 550655363';'FxRYJMIzhG';'Bucaramanga';'Santander';'Colombiano';'Carrera 50 #23-08';708;'4392395';'Comprador mayorista';'Empresa';
'heqi29@hotmail.com';'Andrés Víctor Aguirre Vera';'C.C. 303595886';'tCyskpKf3M7';NULL;NULL;NULL;'Carrera 43 #82-76';NULL;NULL;'Administrador de local';'Persona natural';
'ru61@uniandes.edu.co';'Lina Cruz Valdéz';'C.C. 479066574';'wxILf8IM';'Cali';'Valle del Cauca';'Colombiano';NULL;904;NULL;'Proveedor';'Persona natural';
'jaqe80@uniandes.edu.co';'Jairo Efraín Mendoza Herrera';'C.C. 96771875';'Ahui5cjLP05';'Medellín';'Antioquia';'Colombiano';'Carrera 56 #26-99';NULL;NULL;'Proveedor';'Persona natural';
'suga36@uniandes.edu.co';'Soledad Elizabeth Toledo Núñez';'C.C. 893863753';'lml0moh1bJ9';'Cali';'Valle del Cauca';'Colombiano';'Calle 69 #28-91';NULL;'3759666';'Administrador de local';'Persona natural';
'ru11@hotmail.com';'Marcela Ofelia Ortiz Núñez';'C.C. 592004734';'yEZ08K6cn';NULL;NULL;NULL;NULL;NULL;'2597468';'Administrador de local';'Persona natural';
'ya89@yahoo.com';'Supermercado 411';'NIT 389406448';'aVQUIHjGtFJ';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 24 #58-56';729;NULL;'Comprador mayorista';'Empresa';
'keta84@uniandes.edu.co';'Amanda Acosta Ríos';'C.C. 238618382';'QJNwiQbSt';NULL;NULL;NULL;'Carrera 29 #30-18';250;NULL;'Administrador de local';'Persona natural';
'paki19@yahoo.com';'Lina Ríos Bravo';'C.C. 350848722';'JOjdNdsv5V';'Bucaramanga';'Santander';'Colombiano';NULL;702;'4569228';'Proveedor';'Persona natural';
'meco47@hotmail.com';'Julieta Correa Rodríguez';'C.C. 807327684';'2OSPEWKke1S';NULL;NULL;NULL;'Carrera 99 #26-40';NULL;'3219801';'Administrador de local';'Persona natural';
'gici81@gmail.com';'Sonia Ángela Núñez Soto';'C.C. 43425248';'yxaAel28gegA';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 81 #88-75';634;'6642862';'Administrador de local';'Persona natural';
'qedi8@yahoo.com';'Supermercado 224';'NIT 744349383';'5QgFZTo1';'Bucaramanga';'Santander';'Colombiano';'Calle 25 #45-93';838;'4825427';'Comprador mayorista';'Empresa';
'fu41@hotmail.com';'Matilde María Flórez Gómez';'C.C. 453142926';'ViXYFrhmDW5';'Bucaramanga';'Santander';'Colombiano';'Calle 97 #69-45';699;'6002142';'Proveedor';'Persona natural';
'zufo3@hotmail.com';'Federico Sebastián Jiménez Toledo';'C.C. 321921539';'hN02VgaZKx';'Bucaramanga';'Santander';'Colombiano';NULL;505;'2449415';'Proveedor';'Persona natural';
'pavi78@uniandes.edu.co';'Marisol Marta Domínguez Valdéz';'C.C. 515270723';'xNPeX9VO';'Cali';'Valle del Cauca';'Colombiano';'Calle 4 #4-33';NULL;'3884773';'Proveedor';'Persona natural';
'su66@yahoo.com';'Hotel 313';'NIT 467411231';'70msJFVsmkdV';'Barranquilla';'Atlántico';'Colombiano';'Carrera 41 #49-09';NULL;'5940975';'Comprador mayorista';'Empresa';
'seqo49@uniandes.edu.co';'Álvaro Hernando Rojas Ávila';'C.C. 657114485';'zLpgPA9F';'Bucaramanga';'Santander';'Colombiano';'Carrera 21 #60-49';NULL;'6447747';'Proveedor';'Persona natural';
'lu59@gmail.com';'Supermercado 342';'NIT 123794548';'eJemj47j';'Barranquilla';'Atlántico';'Colombiano';'Carrera 52 #6-60';646;'2344377';'Comprador mayorista';'Empresa';
'bowi1@yahoo.com';'Jorge Horacio Quiroga García';'C.C. 619413153';'YGzKvonQQPcU';NULL;NULL;NULL;'Carrera 10 #42-27';302;'6221268';'Administrador de local';'Persona natural';
'zige72@hotmail.com';'Restaurante 61';'NIT 863676264';'qS2qbDax1eIw';'Bucaramanga';'Santander';'Colombiano';NULL;155;NULL;'Comprador mayorista';'Empresa';
'yi85@uniandes.edu.co';'Sandra Victoria Valdéz Cáceres';'C.C. 885120630';'0yNpBOQBxn';'Barranquilla';'Atlántico';'Colombiano';'Carrera 70 #69-73';NULL;NULL;'Proveedor';'Persona natural';
'ki46@yahoo.com';'Supermercado 915';'NIT 55325619';'IXZ6u6yYGlz';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 80 #12-32';967;'7047603';'Comprador mayorista';'Empresa';
'naja94@yahoo.com';'Hotel 761';'NIT 276528221';'FPdHZfOuVFX';'Bucaramanga';'Santander';'Colombiano';'Calle 40 #95-65';NULL;NULL;'Comprador mayorista';'Empresa';
'cuyu59@hotmail.com';'Benjamín Nelson Cáceres Méndez';'C.C. 968340401';'zqfQgFPxszkL';'Medellín';'Antioquia';'Colombiano';'Calle 29 #46-58';NULL;'5372604';'Administrador de local';'Persona natural';
'yidu85@hotmail.com';'Hotel 699';'NIT 811749875';'I8cWVl5S2AXR';'Bogotá';'Cundinamarca';'Colombiano';NULL;547;NULL;'Comprador mayorista';'Empresa';
'vigi73@hotmail.com';'Juliana Natalia Salamanca Romero';'C.C. 979430716';'bliovk6F';'Medellín';'Antioquia';'Colombiano';NULL;NULL;'5104494';'Administrador de local';'Persona natural';
'geqo14@gmail.com';'Restaurante 830';'NIT 998371357';'nLwWKtRmQ';NULL;NULL;NULL;NULL;NULL;'4095952';'Comprador mayorista';'Empresa';
'ya79@uniandes.edu.co';'Eduardo Néstor Morales García';'C.C. 497940123';'IGj4qynRHj';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 5 #21-61';433;NULL;'Administrador de local';'Persona natural';
'qe27@yahoo.com';'Daniela Morales Leiva';'C.C. 486340256';'xnGLS6Zs4B';'Bucaramanga';'Santander';'Colombiano';'Calle 58 #1-49';160;'3264568';'Administrador de local';'Persona natural';
'bu86@yahoo.com';'María Díaz Cabrera';'C.C. 768550580';'CShFKe2ZVa';'Bogotá';'Cundinamarca';'Colombiano';'Calle 61 #42-93';305;'4898384';'Proveedor';'Persona natural';
'fo73@yahoo.com';'Restaurante 577';'NIT 843100768';'17ci4Wwgk';'Barranquilla';'Atlántico';'Colombiano';NULL;669;'2649602';'Comprador mayorista';'Empresa';
'ki77@gmail.com';'Virgilio Sebastián Pérez Rivero';'C.C. 725923593';'VElkkCL3DH';'Cali';'Valle del Cauca';'Colombiano';'Carrera 34 #80-25';520;NULL;'Administrador de local';'Persona natural';
'mo36@gmail.com';'Josefina Lucía Escobar García';'C.C. 52512740';'Rp0GolY5';'Medellín';'Antioquia';'Colombiano';'Carrera 26 #15-23';NULL;'2504168';'Proveedor';'Persona natural';
'gaso79@gmail.com';'Natalia Manuela Suárez Páez';'C.C. 409115804';'HNKUqbsKlf';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;'6253666';'Administrador de local';'Persona natural';
'xo71@uniandes.edu.co';'Vicente Samuel Herrera López';'C.C. 169896363';'mBwPMmjgy';'Barranquilla';'Atlántico';'Colombiano';'Carrera 62 #5-36';652;'6641725';'Administrador de local';'Persona natural';
'pese65@gmail.com';'Supermercado 474';'NIT 324956011';'nJnR737mDp';'Bogotá';'Cundinamarca';'Colombiano';'Calle 5 #62-62';810;'6390418';'Comprador mayorista';'Empresa';
'dipa75@yahoo.com';'David Agustín Arias Herrera';'C.C. 944277810';'DJf03cwPFPi';'Cali';'Valle del Cauca';'Colombiano';NULL;870;NULL;'Administrador de local';'Persona natural';
'ge36@yahoo.com';'Restaurante 849';'NIT 220822652';'n5HZPVXv6Vi';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;'3957640';'Comprador mayorista';'Empresa';
'lo35@uniandes.edu.co';'Paula Melisa Vera López';'C.C. 323094160';'87VUUj5L';'Barranquilla';'Atlántico';'Colombiano';'Carrera 96 #61-49';976;NULL;'Proveedor';'Persona natural';
'zi33@uniandes.edu.co';'Miguel Castillo Benítez';'C.C. 192378568';'SFBkkZdnF';NULL;NULL;NULL;NULL;NULL;'2110090';'Administrador de local';'Persona natural';
'sapu23@gmail.com';'Supermercado 170';'NIT 105474624';'HKJZT302pAU';NULL;NULL;NULL;'Calle 16 #88-40';NULL;'6544753';'Comprador mayorista';'Empresa';
'tu39@yahoo.com';'Josefina Teresa Rivero Martínez';'C.C. 787267342';'83TYY1GHZSq9';'Bogotá';'Cundinamarca';'Colombiano';'Calle 39 #2-77';771;'6387917';'Proveedor';'Persona natural';
