DIRECCION_ELECTRONICA;NOMBRE;DOC_IDENTIFICACION;PALABRA_CLAVE;CIUDAD;DEPARTAMENTO;NACIONALIDAD;DIRECCION_FISICA;CODIGO_POSTAL;TELEFONO;ROL;TIPO;
'meho40@gmail.com';'Hotel 319';'NIT 319925349';'3SSDTKIvj';'Bogotá';'Cundinamarca';'Colombiano';'Calle 24 #89-50';NULL;'3821789';'Comprador mayorista';'Empresa';
'le15@hotmail.com';'Margarita Hernández Correa';'C.C. 895578617';'PSpO5oFyInkI';NULL;NULL;NULL;'Carrera 80 #60-01';NULL;NULL;'Proveedor';'Persona natural';
'bano81@gmail.com';'Restaurante 396';'NIT 742451626';'RlHkWh24Oy';'Barranquilla';'Atlántico';'Colombiano';'Calle 46 #4-85';957;NULL;'Comprador mayorista';'Empresa';
'peji34@gmail.com';'Hotel 919';'NIT 302661804';'P2cyqIlMSzs';'Bucaramanga';'Santander';'Colombiano';'Calle 27 #1-57';482;'7185926';'Comprador mayorista';'Empresa';
'xeti22@hotmail.com';'Gonzalo Suárez Correa';'C.C. 601920664';'YozLWGojV';'Cali';'Valle del Cauca';'Colombiano';'Carrera 23 #21-25';596;'4880389';'Proveedor';'Persona natural';
'fo69@uniandes.edu.co';'Jessica Ávila Ríos';'C.C. 966598826';'KncMWy1wN';'Bucaramanga';'Santander';'Colombiano';'Carrera 18 #16-41';NULL;'7367984';'Proveedor';'Persona natural';
'legi72@yahoo.com';'Pablo Sebastián Domínguez Vargas';'C.C. 60232800';'872WvDPtH';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;'2857564';'Proveedor';'Persona natural';
'bi51@gmail.com';'Restaurante 728';'NIT 189159259';'1zWa9G5cPFX';'Bogotá';'Cundinamarca';'Colombiano';'Calle 63 #62-82';840;NULL;'Comprador mayorista';'Empresa';
'bu83@hotmail.com';'David Villalba Ortiz';'C.C. 149950699';'jAbj2KGij8';NULL;NULL;NULL;'Carrera 93 #9-27';261;'5867058';'Proveedor';'Persona natural';
'piqo13@uniandes.edu.co';'Hotel 994';'NIT 550882440';'KgRwQ7Ps7';'Medellín';'Antioquia';'Colombiano';'Calle 59 #53-18';137;NULL;'Comprador mayorista';'Empresa';
'nima85@gmail.com';'Mario Enrique Ruiz Castillo';'C.C. 320132877';'Mv6pRAE5G3';NULL;NULL;NULL;'Carrera 92 #20-97';801;'2868191';'Administrador de local';'Persona natural';
'joma58@gmail.com';'Ricardo Salamanca Ríos';'C.C. 965362630';'pGQdFvir';NULL;NULL;NULL;'Carrera 11 #30-90';NULL;'6396217';'Proveedor';'Persona natural';
'lu87@uniandes.edu.co';'Andrés Manuel Cáceres Ortiz';'C.C. 30403907';'gQpS1LamX';'Medellín';'Antioquia';'Colombiano';'Calle 24 #4-28';155;NULL;'Administrador de local';'Persona natural';
'yuti30@uniandes.edu.co';'Edgar Federico Acuña Castro';'C.C. 431083711';'gfQHxSrrz9e';NULL;NULL;NULL;'Carrera 82 #15-83';527;NULL;'Administrador de local';'Persona natural';
'ho21@gmail.com';'Susana Ángela Villalba Cruz';'C.C. 857175972';'ECO3aAjAQZ';'Bogotá';'Cundinamarca';'Colombiano';NULL;88;'3932635';'Administrador de local';'Persona natural';
'xa30@gmail.com';'Alonso Arturo Hernández Cardozo';'C.C. 744332563';'u8FisyF1';NULL;NULL;NULL;NULL;19;NULL;'Administrador de local';'Persona natural';
'taxu69@gmail.com';'Supermercado 658';'NIT 684038684';'ChOicr1p9H';'Cali';'Valle del Cauca';'Colombiano';'Carrera 94 #56-62';743;NULL;'Comprador mayorista';'Empresa';
'he37@gmail.com';'Supermercado 317';'NIT 969710681';'OvGdoFRrhGH';'Bogotá';'Cundinamarca';'Colombiano';'Calle 87 #35-76';NULL;'2383932';'Comprador mayorista';'Empresa';
'jo85@gmail.com';'Bernardo John Arce Correa';'C.C. 489410465';'3lihyTQGGZ0Z';'Barranquilla';'Atlántico';'Colombiano';'Carrera 41 #97-41';NULL;'5263448';'Administrador de local';'Persona natural';
'za79@hotmail.com';'Jaime José Suárez Álvarez';'C.C. 65272208';'sOINJYPqK';'Medellín';'Antioquia';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'curu74@uniandes.edu.co';'Nidia Sofía Maldonado Acosta';'C.C. 848395853';'aDUaKcS0K';'Cali';'Valle del Cauca';'Colombiano';NULL;605;'7464452';'Administrador de local';'Persona natural';
'zewe26@uniandes.edu.co';'Supermercado 885';'NIT 354374101';'iiut5JfGQ4p';'Medellín';'Antioquia';'Colombiano';'Carrera 3 #27-67';NULL;'3341559';'Comprador mayorista';'Empresa';
'qama68@uniandes.edu.co';'Restaurante 287';'NIT 23270940';'p2CoxGuIm';NULL;NULL;NULL;'Carrera 53 #41-62';600;NULL;'Comprador mayorista';'Empresa';
'rizu4@uniandes.edu.co';'Hotel 115';'NIT 460536670';'TflDWAmQWHuE';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'5592600';'Comprador mayorista';'Empresa';
'no84@hotmail.com';'Restaurante 544';'NIT 646535217';'g1SkMiom';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 81 #90-58';138;'3068993';'Comprador mayorista';'Empresa';
'qula82@gmail.com';'Supermercado 22';'NIT 245223909';'wVTJy5DHDpBX';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'4624850';'Comprador mayorista';'Empresa';
'ze92@uniandes.edu.co';'Eliécer Molina Páez';'C.C. 910660983';'MB0e8ok3Oq';NULL;NULL;NULL;'Carrera 58 #14-56';487;NULL;'Administrador de local';'Persona natural';
'pexe40@uniandes.edu.co';'Restaurante 188';'NIT 838405347';'8qq1h5Of1rw';'Medellín';'Antioquia';'Colombiano';'Carrera 47 #41-01';600;NULL;'Comprador mayorista';'Empresa';
'fo61@hotmail.com';'Eliana Victoria Méndez Bravo';'C.C. 980318325';'7aP0jrW7rbmj';'Medellín';'Antioquia';'Colombiano';'Calle 32 #71-22';NULL;'6266998';'Administrador de local';'Persona natural';
'lu75@yahoo.com';'Supermercado 719';'NIT 898154392';'jKESt79xVRUg';'Bucaramanga';'Santander';'Colombiano';'Carrera 10 #90-67';NULL;'4456331';'Comprador mayorista';'Empresa';
'mila8@hotmail.com';'Julieta Correa Ponce';'C.C. 842746373';'tc56RGh2';'Medellín';'Antioquia';'Colombiano';NULL;439;'7892257';'Administrador de local';'Persona natural';
'teyi33@gmail.com';'Wilson Óscar Herrera Vásquez';'C.C. 486404731';'ULSfv4AA';NULL;NULL;NULL;NULL;NULL;'3041389';'Administrador de local';'Persona natural';
'niti54@yahoo.com';'Sebastián Federico Ruiz Vega';'C.C. 418354177';'kuvUfs3C';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'po70@gmail.com';'Dora Marta Pérez Ponce';'C.C. 220357033';'YmSg597poM';'Medellín';'Antioquia';'Colombiano';NULL;435;'4558727';'Administrador de local';'Persona natural';
'zo21@gmail.com';'Edgar César Arias González';'C.C. 604014751';'OmN4rGFdh2c6';NULL;NULL;NULL;'Calle 66 #17-37';NULL;NULL;'Administrador de local';'Persona natural';
'kubi68@gmail.com';'Humberto Diego Soto Cáceres';'C.C. 854958672';'uHOTK9vrFmCQ';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'3064998';'Proveedor';'Persona natural';
'jicu34@uniandes.edu.co';'Rodolfo José Medina Flórez';'C.C. 870584773';'xOfUFXE22Z';'Bogotá';'Cundinamarca';'Colombiano';NULL;852;NULL;'Proveedor';'Persona natural';
'nesa22@gmail.com';'Josefina Mendoza Silva';'C.C. 460722999';'sEnFzCtNX';'Barranquilla';'Atlántico';'Colombiano';'Calle 92 #87-57';NULL;NULL;'Proveedor';'Persona natural';
'pe27@yahoo.com';'Fernanda Raquel Suárez Herrera';'C.C. 201552454';'lsQx05zq2';'Cali';'Valle del Cauca';'Colombiano';'Calle 79 #57-86';NULL;'7342880';'Proveedor';'Persona natural';
'mada85@hotmail.com';'Álvaro Wilson Pérez Ávila';'C.C. 719784976';'xJuqNaavvz';'Bogotá';'Cundinamarca';'Colombiano';NULL;112;NULL;'Proveedor';'Persona natural';
'wowa37@gmail.com';'Verónica Pilar Navarro Ortiz';'C.C. 129304033';'fzB6mGyQNT';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;'4791430';'Proveedor';'Persona natural';
'ka99@hotmail.com';'Verónica Johanna Silva Méndez';'C.C. 227038439';'p90CVH5C';'Barranquilla';'Atlántico';'Colombiano';NULL;528;NULL;'Proveedor';'Persona natural';
'wu15@gmail.com';'Eliécer Henry Ramos Cáceres';'C.C. 946574943';'1tfHSTepu';NULL;NULL;NULL;'Carrera 67 #61-21';337;NULL;'Administrador de local';'Persona natural';
'kidi99@hotmail.com';'Daniela Torres Benítez';'C.C. 325684711';'aCgAna43';NULL;NULL;NULL;'Calle 47 #66-15';640;NULL;'Proveedor';'Persona natural';
'xo80@uniandes.edu.co';'Hotel 757';'NIT 601639566';'ZxeKZU84';'Medellín';'Antioquia';'Colombiano';'Calle 20 #90-28';256;'7458054';'Comprador mayorista';'Empresa';
'hibe59@hotmail.com';'Alejandro Antonio Valdéz Castro';'C.C. 526348614';'PBZIy35y6';'Barranquilla';'Atlántico';'Colombiano';'Calle 40 #29-81';NULL;'6137439';'Proveedor';'Persona natural';
'hi44@yahoo.com';'Eduardo Martín Villalba Quiroga';'C.C. 78339926';'cbBPrMGg';NULL;NULL;NULL;NULL;730;NULL;'Administrador de local';'Persona natural';
'boki17@hotmail.com';'Hotel 451';'NIT 913952796';'bdckYuKNI';'Bogotá';'Cundinamarca';'Colombiano';NULL;441;'2903999';'Comprador mayorista';'Empresa';
'qu45@gmail.com';'Gabriel Armando Navarro Ortiz';'C.C. 804461443';'jni5Gjigm';NULL;NULL;NULL;NULL;172;'2170282';'Administrador de local';'Persona natural';
'lowo87@yahoo.com';'Hotel 776';'NIT 63434006';'FEaIZLvC1cz';NULL;NULL;NULL;NULL;197;'4826726';'Comprador mayorista';'Empresa';
'xaxi86@gmail.com';'Restaurante 520';'NIT 548059245';'ojYWPmtOFx';'Medellín';'Antioquia';'Colombiano';NULL;875;NULL;'Comprador mayorista';'Empresa';
'nesa8@yahoo.com';'Supermercado 810';'NIT 534868618';'b2ZKBcLX';'Cali';'Valle del Cauca';'Colombiano';NULL;269;'5954025';'Comprador mayorista';'Empresa';
'lise59@yahoo.com';'Alberto Jimmy Moreno Cruz';'C.C. 704622505';'xlTjqj2j';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 7 #31-03';35;NULL;'Proveedor';'Persona natural';
'pibe41@hotmail.com';'Restaurante 99';'NIT 479231594';'GBSHiDWSky50';'Barranquilla';'Atlántico';'Colombiano';NULL;463;NULL;'Comprador mayorista';'Empresa';
'nuki23@uniandes.edu.co';'Restaurante 414';'NIT 609898040';'ilYjnkVmq';'Bucaramanga';'Santander';'Colombiano';NULL;859;NULL;'Comprador mayorista';'Empresa';
'yobu41@gmail.com';'Juan Víctor Quiroga Escobar';'C.C. 541026494';'Gukh2MgK';'Bucaramanga';'Santander';'Colombiano';NULL;722;'7931552';'Proveedor';'Persona natural';
'pi46@gmail.com';'Mónica Julia Ramos Cáceres';'C.C. 646445726';'qjs7x4UPcud3';'Cali';'Valle del Cauca';'Colombiano';'Calle 12 #59-35';NULL;'7215452';'Proveedor';'Persona natural';
'he97@uniandes.edu.co';'Alba Cardozo Fernández';'C.C. 202916374';'DsyLJZIG';'Medellín';'Antioquia';'Colombiano';'Calle 30 #35-95';125;'7868818';'Proveedor';'Persona natural';
'ya49@uniandes.edu.co';'Gina Esperanza Villalba Romero';'C.C. 649944125';'H4ZL4dCWTQA';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'ko86@gmail.com';'Johnathan Rafael Medina Benítez';'C.C. 572474058';'t4Exa1oux5eE';'Bucaramanga';'Santander';'Colombiano';'Calle 97 #20-02';103;'3650406';'Administrador de local';'Persona natural';
'qayo25@uniandes.edu.co';'José Antonio Cáceres Romero';'C.C. 307590291';'oaXknB4ANYxA';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 81 #63-99';829;'3256816';'Administrador de local';'Persona natural';
'woqa44@yahoo.com';'Supermercado 207';'NIT 862688201';'a0ykiYLe2';'Bucaramanga';'Santander';'Colombiano';'Calle 89 #97-68';NULL;NULL;'Comprador mayorista';'Empresa';
'va47@uniandes.edu.co';'Ximena Valentina Villalba Duarte';'C.C. 455873229';'hQos4E6r';NULL;NULL;NULL;'Calle 35 #45-08';677;'3931748';'Administrador de local';'Persona natural';
'vi95@hotmail.com';'Fabián Castro Páez';'C.C. 651559912';'fzOr6Q7jA';'Bucaramanga';'Santander';'Colombiano';'Carrera 70 #32-71';793;NULL;'Proveedor';'Persona natural';
'niho90@uniandes.edu.co';'Tobías Maldonado Torres';'C.C. 321724471';'V8EWwFndJ3';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'ne11@yahoo.com';'Rafael Cruz Ávila';'C.C. 592209075';'xnfzIU9luGX4';'Cali';'Valle del Cauca';'Colombiano';'Calle 51 #30-09';90;NULL;'Administrador de local';'Persona natural';
'qe63@yahoo.com';'Supermercado 342';'NIT 517461064';'IdFh5aG7GZ';'Medellín';'Antioquia';'Colombiano';NULL;422;NULL;'Comprador mayorista';'Empresa';
'japo60@uniandes.edu.co';'Amanda Hilda Valdéz Arias';'C.C. 151630499';'5KKLAvGoK';'Bogotá';'Cundinamarca';'Colombiano';'Calle 3 #83-53';NULL;NULL;'Administrador de local';'Persona natural';
'ka18@hotmail.com';'Restaurante 447';'NIT 679226953';'PUwp5waX';NULL;NULL;NULL;'Carrera 64 #75-96';250;'2295721';'Comprador mayorista';'Empresa';
'peda6@uniandes.edu.co';'Restaurante 338';'NIT 944103295';'Z5R9wWb9rJ';'Medellín';'Antioquia';'Colombiano';'Calle 43 #37-18';576;'4397308';'Comprador mayorista';'Empresa';
'ku49@yahoo.com';'Restaurante 485';'NIT 290495579';'GkXYWbjO';'Barranquilla';'Atlántico';'Colombiano';'Calle 61 #12-34';NULL;'2484160';'Comprador mayorista';'Empresa';
'gu47@hotmail.com';'Pedro Arturo Ruiz Jiménez';'C.C. 141787992';'uCtyvyhXNJ';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'5774122';'Administrador de local';'Persona natural';
'jowo1@hotmail.com';'Hotel 962';'NIT 395128548';'LAf63tOj3EFW';'Medellín';'Antioquia';'Colombiano';'Calle 75 #84-99';NULL;NULL;'Comprador mayorista';'Empresa';
'lo28@hotmail.com';'Hotel 231';'NIT 671116068';'A36O9tEX9ISU';'Medellín';'Antioquia';'Colombiano';'Carrera 19 #16-42';NULL;'6356007';'Comprador mayorista';'Empresa';
'poxi73@gmail.com';'Néstor Álvarez Benítez';'C.C. 26176539';'IMQNINwmh';'Bucaramanga';'Santander';'Colombiano';NULL;364;'4504028';'Administrador de local';'Persona natural';
'zovi3@uniandes.edu.co';'Tomás Jacinto Rodríguez Domínguez';'C.C. 494050829';'TJ68TS71zJ';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'5506843';'Administrador de local';'Persona natural';
'za4@yahoo.com';'Ramiro Rodolfo Moreno Vásquez';'C.C. 443750048';'d6S2ng16V';'Bucaramanga';'Santander';'Colombiano';'Carrera 87 #84-30';NULL;'7237592';'Administrador de local';'Persona natural';
'yola16@uniandes.edu.co';'Fernanda Vera Silva';'C.C. 750091339';'Nfma4ZTo2U';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'nife54@uniandes.edu.co';'Hotel 727';'NIT 425175168';'QUa01ILe';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;NULL;'Comprador mayorista';'Empresa';
'xofu91@uniandes.edu.co';'Mercedes Esperanza Romero Ávila';'C.C. 480670118';'DREg4Ffi';NULL;NULL;NULL;NULL;80;'7933971';'Administrador de local';'Persona natural';
'duti71@hotmail.com';'Restaurante 72';'NIT 441051425';'nThgDuBN';'Medellín';'Antioquia';'Colombiano';NULL;NULL;'2631342';'Comprador mayorista';'Empresa';
'fu26@gmail.com';'Hilda Marcela Romero Moreno';'C.C. 184905041';'N4M25Jm5q';'Medellín';'Antioquia';'Colombiano';NULL;393;'4837423';'Proveedor';'Persona natural';
'diki67@yahoo.com';'Daniela Sara Arce Benítez';'C.C. 337073421';'yxFFFTIguyS';'Bogotá';'Cundinamarca';'Colombiano';NULL;583;NULL;'Proveedor';'Persona natural';
'mi60@uniandes.edu.co';'Luz Rosa Cardozo Cabrera';'C.C. 738948679';'35kWvckznAjA';'Bucaramanga';'Santander';'Colombiano';'Carrera 18 #20-74';NULL;'6804912';'Administrador de local';'Persona natural';
'hu28@gmail.com';'Álvaro Tito Navarro Ponce';'C.C. 45394282';'pulwIvltX';'Cali';'Valle del Cauca';'Colombiano';'Carrera 45 #89-98';230;NULL;'Administrador de local';'Persona natural';
'laza39@yahoo.com';'Supermercado 908';'NIT 724491041';'FxKuqIQh';'Bucaramanga';'Santander';'Colombiano';'Carrera 29 #28-22';NULL;'6718666';'Comprador mayorista';'Empresa';
'xuke4@hotmail.com';'Sebastián Jimmy Castillo González';'C.C. 155294801';'XDGPjbvRXX';'Cali';'Valle del Cauca';'Colombiano';'Carrera 36 #58-62';NULL;NULL;'Proveedor';'Persona natural';
'bi45@yahoo.com';'Restaurante 95';'NIT 454484433';'lnDguUBxwi7';NULL;NULL;NULL;NULL;778;'7817627';'Comprador mayorista';'Empresa';
'cifi72@hotmail.com';'Hilda Soto López';'C.C. 945424128';'QHuybr83';'Barranquilla';'Atlántico';'Colombiano';'Calle 90 #70-28';251;NULL;'Administrador de local';'Persona natural';
'we17@uniandes.edu.co';'Gustavo Sebastián Salamanca Gutiérrez';'C.C. 8994339';'POPbmws4ND';'Medellín';'Antioquia';'Colombiano';'Carrera 35 #66-62';53;NULL;'Proveedor';'Persona natural';
'dese91@hotmail.com';'Margarita Herrera Ortiz';'C.C. 183331425';'fSjvwHCTYkV';'Barranquilla';'Atlántico';'Colombiano';NULL;804;NULL;'Proveedor';'Persona natural';
'lo65@gmail.com';'Dora Doris Soto Maldonado';'C.C. 998461272';'e5KyJcnmSeO';NULL;NULL;NULL;NULL;203;NULL;'Proveedor';'Persona natural';
'vu94@gmail.com';'Supermercado 79';'NIT 40514871';'1vpqJy0j4';'Bogotá';'Cundinamarca';'Colombiano';'Calle 79 #73-28';616;NULL;'Comprador mayorista';'Empresa';
'wije11@yahoo.com';'Julio Federico Villalba Velázquez';'C.C. 787023706';'KsLOeqLrt';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 76 #65-88';376;'3813745';'Proveedor';'Persona natural';
'pigu62@uniandes.edu.co';'Lorena Dora Escobar Valdéz';'C.C. 586934680';'krO3pW01o8';NULL;NULL;NULL;NULL;344;'2486448';'Administrador de local';'Persona natural';
'ra71@gmail.com';'Ingrid Paula Aguirre Ramos';'C.C. 438739165';'95vE6eYqJ';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 31 #22-38';665;'3385038';'Proveedor';'Persona natural';
'dama9@uniandes.edu.co';'Hotel 451';'NIT 153413695';'RYU4Bk0HWNd';'Bucaramanga';'Santander';'Colombiano';'Carrera 34 #37-18';136;NULL;'Comprador mayorista';'Empresa';
'hibe49@hotmail.com';'Esperanza Isabel Díaz Cabrera';'C.C. 755281246';'hOfxiwZFDm';'Bucaramanga';'Santander';'Colombiano';NULL;839;'2221749';'Proveedor';'Persona natural';
'qedi89@uniandes.edu.co';'Jessica Carolina Muñoz Bravo';'C.C. 17228376';'n9gczXFxW';NULL;NULL;NULL;'Carrera 31 #2-24';NULL;NULL;'Administrador de local';'Persona natural';
'qere92@uniandes.edu.co';'Hotel 349';'NIT 915448100';'xD4oXrRwQTbe';'Barranquilla';'Atlántico';'Colombiano';'Carrera 7 #89-08';241;'2505561';'Comprador mayorista';'Empresa';
'su2@uniandes.edu.co';'Supermercado 901';'NIT 482073959';'Iq10b6WZh';NULL;NULL;NULL;NULL;NULL;'6402104';'Comprador mayorista';'Empresa';
'nira18@uniandes.edu.co';'Supermercado 303';'NIT 482760826';'JM2so9hyFdsv';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 2 #94-72';795;'6675632';'Comprador mayorista';'Empresa';
'meza96@gmail.com';'Omar Agustín Duarte Córdoba';'C.C. 497306543';'aWZ4PHqhxO22';'Bucaramanga';'Santander';'Colombiano';'Carrera 39 #98-93';NULL;NULL;'Administrador de local';'Persona natural';
'me98@hotmail.com';'Supermercado 719';'NIT 848132580';'Hr8dVp2FGROp';NULL;NULL;NULL;'Carrera 81 #92-26';NULL;NULL;'Comprador mayorista';'Empresa';
'cafi75@gmail.com';'Hotel 399';'NIT 417849847';'s4Sk27ak';'Cali';'Valle del Cauca';'Colombiano';'Carrera 95 #36-72';598;NULL;'Comprador mayorista';'Empresa';
'ki42@hotmail.com';'Amparo Lola Vargas Pérez';'C.C. 70405038';'PBmLZRb7';'Barranquilla';'Atlántico';'Colombiano';'Carrera 30 #80-40';661;'5043411';'Administrador de local';'Persona natural';
'tuxe82@gmail.com';'Supermercado 244';'NIT 593342256';'yA2ZIF7S';'Medellín';'Antioquia';'Colombiano';'Calle 60 #70-43';554;'3180384';'Comprador mayorista';'Empresa';
'veca41@hotmail.com';'Marta Leonor Chávez Ortiz';'C.C. 482085655';'ihqTIRKYRrCN';'Cali';'Valle del Cauca';'Colombiano';NULL;529;'7061888';'Administrador de local';'Persona natural';
'ni72@yahoo.com';'Julián Castro Ruiz';'C.C. 774112611';'2PgAK9uj';'Barranquilla';'Atlántico';'Colombiano';'Calle 69 #12-72';829;NULL;'Proveedor';'Persona natural';
'mala37@gmail.com';'Tatiana Jimena Arce Escobar';'C.C. 907436053';'D1NcrI1w';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'6027551';'Proveedor';'Persona natural';
'za6@yahoo.com';'Helena Pérez Ruiz';'C.C. 512337908';'ZQTWbn6ps3';NULL;NULL;NULL;'Calle 81 #77-10';771;NULL;'Administrador de local';'Persona natural';
'do76@gmail.com';'Restaurante 407';'NIT 53335646';'0ge9bOCW5ZwC';'Bucaramanga';'Santander';'Colombiano';'Carrera 88 #57-50';107;NULL;'Comprador mayorista';'Empresa';
'quti88@uniandes.edu.co';'Bernardo Cardozo Páez';'C.C. 142802294';'hfNZbr2GBhss';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'7147098';'Administrador de local';'Persona natural';
'tuge53@hotmail.com';'Catalina Jessica Rodríguez Mendoza';'C.C. 995175367';'M2pvaz1x1x5';'Bucaramanga';'Santander';'Colombiano';'Carrera 43 #59-71';455;'6138330';'Proveedor';'Persona natural';
'bewe61@gmail.com';'Restaurante 621';'NIT 979964096';'qABMLZVUB3H';'Medellín';'Antioquia';'Colombiano';'Calle 56 #16-69';NULL;NULL;'Comprador mayorista';'Empresa';
'gare89@uniandes.edu.co';'Pilar Rodríguez Rodríguez';'C.C. 471393736';'N1JtoikjK';'Bogotá';'Cundinamarca';'Colombiano';NULL;389;NULL;'Proveedor';'Persona natural';
'hume54@uniandes.edu.co';'Enrique Chávez Benítez';'C.C. 470277979';'NVhDLgvjf4';'Medellín';'Antioquia';'Colombiano';NULL;559;NULL;'Administrador de local';'Persona natural';
'xosi62@uniandes.edu.co';'Margarita Catalina Aguirre Méndez';'C.C. 546927718';'hCTIZjPsLHOM';NULL;NULL;NULL;'Carrera 96 #83-72';NULL;NULL;'Proveedor';'Persona natural';
'xu54@yahoo.com';'Restaurante 972';'NIT 334445942';'nsNGAgSo';'Bucaramanga';'Santander';'Colombiano';NULL;986;'5906481';'Comprador mayorista';'Empresa';
'xifa72@hotmail.com';'Néstor Ruiz Silva';'C.C. 939296425';'HrQn4NquHTXc';'Medellín';'Antioquia';'Colombiano';'Calle 44 #23-56';383;'7195107';'Administrador de local';'Persona natural';
'we28@hotmail.com';'Hotel 735';'NIT 782732942';'goMdcvqI';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 44 #67-83';181;'2007243';'Comprador mayorista';'Empresa';
'li95@uniandes.edu.co';'Supermercado 392';'NIT 70401799';'AaZHh2zff4';'Bucaramanga';'Santander';'Colombiano';'Calle 93 #72-50';923;'7031730';'Comprador mayorista';'Empresa';
'nomi35@gmail.com';'Supermercado 377';'NIT 558588081';'bg8NXBx5NZ';'Bucaramanga';'Santander';'Colombiano';'Calle 93 #41-33';999;NULL;'Comprador mayorista';'Empresa';
'cava37@gmail.com';'Emilio Álvaro Chávez Cardozo';'C.C. 687036813';'4mGWrltC';NULL;NULL;NULL;NULL;907;'3511987';'Proveedor';'Persona natural';
'la61@hotmail.com';'Soledad Paula Jiménez Ramírez';'C.C. 686678661';'4sJ9V2mfPAml';'Bogotá';'Cundinamarca';'Colombiano';'Calle 90 #61-62';669;NULL;'Proveedor';'Persona natural';
'wofe35@gmail.com';'Supermercado 280';'NIT 908685976';'Uur8vmOd';'Bucaramanga';'Santander';'Colombiano';'Carrera 62 #32-12';30;NULL;'Comprador mayorista';'Empresa';
'ne85@uniandes.edu.co';'Amparo Vera Valdéz';'C.C. 966542405';'Mmcgjgq9JdLm';'Bogotá';'Cundinamarca';'Colombiano';'Calle 71 #16-29';123;NULL;'Proveedor';'Persona natural';
'luqi10@uniandes.edu.co';'Ángela Gina Benítez Muñoz';'C.C. 268301364';'0y3taHdI';'Cali';'Valle del Cauca';'Colombiano';'Calle 19 #16-24';NULL;'6796941';'Proveedor';'Persona natural';
'ka4@yahoo.com';'Gerardo Ramírez Rodríguez';'C.C. 1096485';'vg07hRqLgVe';'Barranquilla';'Atlántico';'Colombiano';NULL;957;NULL;'Proveedor';'Persona natural';
'fuxo35@yahoo.com';'Hotel 913';'NIT 285185382';'7qyFRQZxi';'Bogotá';'Cundinamarca';'Colombiano';NULL;706;NULL;'Comprador mayorista';'Empresa';
'ka70@gmail.com';'Mateo Tito Aguirre Flórez';'C.C. 475566659';'l94q0ovl';'Medellín';'Antioquia';'Colombiano';'Carrera 26 #9-19';NULL;'2275424';'Proveedor';'Persona natural';
'si36@uniandes.edu.co';'Edgar Castro Cardozo';'C.C. 671477898';'NNxPPmIhV';'Barranquilla';'Atlántico';'Colombiano';'Calle 48 #58-04';NULL;'6486526';'Proveedor';'Persona natural';
'da31@hotmail.com';'Mauricio Joaquín Muñoz Ramos';'C.C. 572229179';'XzbCANMlDH9';'Bucaramanga';'Santander';'Colombiano';'Calle 50 #12-98';45;'3377074';'Administrador de local';'Persona natural';
'xazu53@uniandes.edu.co';'Mónica Córdoba Castillo';'C.C. 54790096';'wrhcuntDO';'Bucaramanga';'Santander';'Colombiano';NULL;58;'4588678';'Administrador de local';'Persona natural';
'li85@gmail.com';'David Enrique Sánchez Rodríguez';'C.C. 122040959';'h6GjdQlgbvb5';'Bogotá';'Cundinamarca';'Colombiano';'Calle 64 #55-34';356;'4727834';'Administrador de local';'Persona natural';
'vufo84@hotmail.com';'Restaurante 26';'NIT 462432376';'OrSp0s2NB7IB';'Cali';'Valle del Cauca';'Colombiano';'Calle 41 #51-85';370;'5942994';'Comprador mayorista';'Empresa';
'ro92@hotmail.com';'Jimmy Enrique Acuña González';'C.C. 508627524';'17gG5zYLa';'Medellín';'Antioquia';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'me34@yahoo.com';'Supermercado 872';'NIT 608831581';'RhAN87twYQ';'Bucaramanga';'Santander';'Colombiano';'Carrera 44 #7-79';NULL;'3320489';'Comprador mayorista';'Empresa';
