COD_USUARIO;COD_TIPO_PRODUCTO;CALIFICACION;
'ke38@hotmail.com';3;3.7;
'voro10@yahoo.com';1;NULL;
'pa85@uniandes.edu.co';3;1.2;
'xure77@gmail.com';3;1.9;
'si20@yahoo.com';2;2.9;
'xi27@gmail.com';2;2.0;
'co52@uniandes.edu.co';2;4.7;
'livi39@hotmail.com';2;NULL;
'mi1@yahoo.com';3;NULL;
'ha54@hotmail.com';1;1.1;
'paxu76@uniandes.edu.co';3;0.1;
'noju2@yahoo.com';3;1.6;
'nowo76@gmail.com';2;1.7;
'bize88@uniandes.edu.co';3;NULL;
'viwo54@uniandes.edu.co';3;2.3;
'ruhe3@gmail.com';2;NULL;
'hu12@uniandes.edu.co';3;2.1;
'zi58@yahoo.com';3;0.6;
'sa83@hotmail.com';2;NULL;
'xoki1@gmail.com';1;4.8;
'wo91@yahoo.com';2;1.5;
'baca71@uniandes.edu.co';2;0.6;
'fadi96@uniandes.edu.co';1;4.3;
'zuba18@hotmail.com';2;1.8;
'feye95@gmail.com';3;1.0;
'bu83@gmail.com';2;1.3;
'lu45@uniandes.edu.co';3;4.3;
'xedi64@yahoo.com';3;NULL;
'qi57@gmail.com';1;NULL;
'xi60@gmail.com';3;NULL;
'ke85@hotmail.com';1;NULL;
'qe74@yahoo.com';2;4.0;
'cege77@uniandes.edu.co';1;3.1;
'xu91@gmail.com';2;2.6;
'de31@hotmail.com';2;3.8;
'dexu44@uniandes.edu.co';3;2.7;
'dedu21@gmail.com';2;NULL;
'ko32@hotmail.com';3;NULL;
'sibu93@yahoo.com';3;NULL;
'tuqi56@hotmail.com';1;3.9;
'pi80@uniandes.edu.co';2;2.0;
'bave10@hotmail.com';2;NULL;
'le6@hotmail.com';1;0.4;
'mazo11@hotmail.com';1;2.1;
'pake50@uniandes.edu.co';3;1.8;
'bi26@uniandes.edu.co';2;3.7;
'qo52@uniandes.edu.co';1;2.4;
'wi89@gmail.com';2;1.5;
'ji86@yahoo.com';3;0.2;
'yabo47@uniandes.edu.co';2;2.4;
'ye49@gmail.com';2;2.7;
'wuqu44@hotmail.com';3;2.0;
'rojo26@yahoo.com';2;4.7;
'fa34@uniandes.edu.co';1;NULL;
'fu25@yahoo.com';3;NULL;
'xi42@uniandes.edu.co';1;4.3;
'tuwi80@yahoo.com';1;NULL;
'fo16@uniandes.edu.co';3;4.5;
'je97@uniandes.edu.co';1;0.7;
'hicu27@uniandes.edu.co';2;1.2;
'gaxu40@hotmail.com';1;NULL;
'soka51@gmail.com';2;NULL;
'tuvi25@yahoo.com';2;0.1;
'se69@yahoo.com';1;3.1;
'bico48@gmail.com';3;NULL;
'ko94@hotmail.com';1;4.0;
'yo77@gmail.com';3;NULL;
'nu2@uniandes.edu.co';1;NULL;
'go81@yahoo.com';2;NULL;
'liva84@hotmail.com';3;3.0;
'mofo72@hotmail.com';2;0.2;
'ta61@hotmail.com';3;NULL;
'ju92@uniandes.edu.co';2;3.9;
'giho97@gmail.com';2;0.5;
'xuru67@uniandes.edu.co';3;1.3;
'tu63@yahoo.com';1;0.4;
'ku41@yahoo.com';2;3.2;
'bowa82@uniandes.edu.co';1;3.2;
'hi84@hotmail.com';1;3.8;
'po83@hotmail.com';3;NULL;
'nixa20@hotmail.com';1;NULL;
'xe77@hotmail.com';2;NULL;
'qozo89@gmail.com';1;4.9;
'yoge43@gmail.com';1;4.3;
'gapa36@uniandes.edu.co';1;4.1;
'difo92@uniandes.edu.co';3;1.5;
'yato1@hotmail.com';1;4.0;
'qu24@gmail.com';1;1.8;
'hubi60@yahoo.com';3;NULL;
'wa46@hotmail.com';1;NULL;
'ba45@hotmail.com';1;1.2;
'zi33@hotmail.com';1;0.4;
'ku38@gmail.com';3;3.8;
'ha90@hotmail.com';1;0.7;
'bo26@yahoo.com';3;NULL;
'xise1@yahoo.com';2;3.1;
'gi4@gmail.com';2;2.1;
'cika76@yahoo.com';2;0.0;
'qo89@gmail.com';3;0.1;
'ra55@hotmail.com';1;2.2;
'yi63@hotmail.com';3;0.6;
'ha91@hotmail.com';3;2.1;
'ne46@hotmail.com';2;NULL;
'dicu19@uniandes.edu.co';1;NULL;
'wi59@yahoo.com';3;0.0;
'vivu95@gmail.com';2;1.2;
'fefo64@uniandes.edu.co';1;2.5;
'qa65@hotmail.com';2;0.7;
'xudu14@yahoo.com';2;2.4;
'qu38@yahoo.com';2;NULL;
'li37@gmail.com';1;NULL;
're87@yahoo.com';1;2.6;
'se36@hotmail.com';1;NULL;
'bi65@hotmail.com';1;NULL;
'luma77@gmail.com';1;NULL;
'xeti30@hotmail.com';3;NULL;
'mihe10@yahoo.com';2;1.4;
'viro50@yahoo.com';1;4.3;
'duko20@uniandes.edu.co';1;NULL;
'peja59@uniandes.edu.co';2;NULL;
'wego76@yahoo.com';2;NULL;
'tivu19@uniandes.edu.co';2;NULL;
'bege65@hotmail.com';3;1.2;
'zemu83@hotmail.com';1;3.5;
'hevi13@uniandes.edu.co';2;0.7;
'mo39@uniandes.edu.co';3;3.6;
'wiya9@hotmail.com';1;0.9;
'noni37@gmail.com';3;4.8;
'ko10@gmail.com';3;NULL;
'ni79@uniandes.edu.co';3;3.1;
'ne3@yahoo.com';1;4.4;
'su36@hotmail.com';2;3.4;
'cobu33@yahoo.com';3;4.4;
'xade53@gmail.com';2;0.6;
'ra15@gmail.com';2;NULL;
'lequ38@uniandes.edu.co';2;2.1;
'be14@uniandes.edu.co';1;NULL;
'weci58@uniandes.edu.co';3;3.2;
'za66@uniandes.edu.co';1;NULL;
'ragu22@hotmail.com';2;NULL;
'ciyu64@uniandes.edu.co';3;NULL;
'fize84@hotmail.com';2;0.4;
'fewa36@uniandes.edu.co';2;NULL;
'ki23@gmail.com';2;4.9;
'kisa46@yahoo.com';2;2.8;
'zo16@uniandes.edu.co';3;NULL;
'nu68@gmail.com';3;NULL;
'zo71@hotmail.com';1;NULL;
'cowi99@yahoo.com';2;3.3;
'vi13@uniandes.edu.co';3;NULL;
'coru43@gmail.com';3;1.4;
'riro46@uniandes.edu.co';1;NULL;
'zaxo26@gmail.com';1;NULL;
'yaku81@yahoo.com';2;1.5;
'ju26@gmail.com';2;NULL;
'ka7@uniandes.edu.co';2;2.7;
'la76@hotmail.com';1;NULL;
'papo66@yahoo.com';3;NULL;
'ne75@yahoo.com';1;1.1;
'sipu78@uniandes.edu.co';3;NULL;
'zefa18@hotmail.com';3;NULL;
'mu19@yahoo.com';1;4.8;
'pena72@hotmail.com';2;0.3;
'zunu42@hotmail.com';3;1.0;
'miru56@hotmail.com';1;NULL;
'yo26@gmail.com';2;NULL;
'ta15@yahoo.com';1;0.3;
'me30@uniandes.edu.co';2;0.1;
'nuko48@hotmail.com';2;2.2;
'xe5@gmail.com';2;3.7;
'licu26@gmail.com';1;NULL;
'kami82@uniandes.edu.co';1;NULL;
'nose1@gmail.com';3;3.1;
'xazi50@yahoo.com';1;1.5;
'rare60@yahoo.com';1;3.0;
'me75@uniandes.edu.co';1;2.5;
'toye18@yahoo.com';3;4.2;
'pu19@hotmail.com';3;NULL;
'cefi25@hotmail.com';2;NULL;
'vayo95@hotmail.com';3;NULL;
'ya91@uniandes.edu.co';1;NULL;
'bi96@uniandes.edu.co';3;3.8;
'hu40@uniandes.edu.co';1;2.4;
'xuqa83@hotmail.com';1;NULL;
'ti78@yahoo.com';3;NULL;
'ka7@hotmail.com';1;2.3;
'qolo12@yahoo.com';2;NULL;
'ru27@hotmail.com';1;NULL;
'vuba88@gmail.com';2;NULL;
'zotu65@hotmail.com';2;3.3;
'tomi45@gmail.com';1;NULL;
'qile53@yahoo.com';2;0.4;
'fade88@gmail.com';3;1.6;
'muqi17@uniandes.edu.co';1;0.5;
'fa76@yahoo.com';1;NULL;
'fatu55@uniandes.edu.co';3;NULL;
'pimu30@hotmail.com';2;NULL;
'sufa75@yahoo.com';1;4.9;
'qeva87@hotmail.com';2;1.8;
'bama61@hotmail.com';2;NULL;
'sixo15@gmail.com';2;1.9;
'qo76@gmail.com';3;NULL;
'nu42@uniandes.edu.co';3;3.0;
'pi60@yahoo.com';2;1.7;
'pe98@yahoo.com';2;1.0;
'gami75@yahoo.com';1;3.9;
'tu38@gmail.com';2;1.5;
'raja30@hotmail.com';3;1.9;
'nozo72@yahoo.com';2;4.0;
've14@hotmail.com';2;NULL;
'mene9@uniandes.edu.co';1;NULL;
'hi81@hotmail.com';2;NULL;
'riso85@uniandes.edu.co';1;1.2;
'puco13@yahoo.com';1;NULL;
'ji78@hotmail.com';2;3.7;
'xu51@gmail.com';1;NULL;
'je27@uniandes.edu.co';3;4.7;
'loho21@yahoo.com';2;3.6;
'zozo64@uniandes.edu.co';1;2.7;
'so32@hotmail.com';2;2.4;
'qoro65@hotmail.com';2;1.2;
'fa57@yahoo.com';2;NULL;
'siba67@gmail.com';1;0.8;
'fiji72@yahoo.com';1;NULL;
'poqa4@uniandes.edu.co';3;NULL;
'movi97@hotmail.com';1;3.6;
'du62@gmail.com';1;0.1;
'de41@uniandes.edu.co';1;1.6;
'jijo35@uniandes.edu.co';1;4.5;
'guya21@hotmail.com';2;0.2;
'coji26@hotmail.com';3;1.3;
'caso85@yahoo.com';3;1.5;
'jiye1@uniandes.edu.co';1;1.0;
'bace61@hotmail.com';1;4.3;
'luhi87@hotmail.com';1;3.5;
'he88@hotmail.com';3;NULL;
'nu53@yahoo.com';1;NULL;
'fo72@yahoo.com';1;NULL;
'yo20@yahoo.com';2;2.0;
'da45@yahoo.com';1;0.8;
'ki67@yahoo.com';3;2.5;
'mixe97@yahoo.com';3;1.3;
'do49@hotmail.com';1;2.3;
'be9@uniandes.edu.co';1;0.2;
'faqe35@hotmail.com';3;0.9;
'laji98@uniandes.edu.co';1;0.6;
'firu74@uniandes.edu.co';1;NULL;
'di67@gmail.com';3;4.2;
'ba47@hotmail.com';1;0.0;
'toxi73@uniandes.edu.co';2;2.0;
'nune2@uniandes.edu.co';2;0.6;
'teza88@uniandes.edu.co';3;NULL;
'vigi13@gmail.com';1;NULL;
'wo4@hotmail.com';1;1.2;
'ji49@uniandes.edu.co';3;NULL;
'jaka2@yahoo.com';2;1.2;
've89@hotmail.com';1;1.5;
'hito4@yahoo.com';2;0.7;
'dido65@hotmail.com';3;1.5;
'ju46@uniandes.edu.co';1;NULL;
'cetu39@hotmail.com';3;2.9;
'luko67@hotmail.com';3;0.8;
'naza99@uniandes.edu.co';2;NULL;
'wo11@yahoo.com';1;0.2;
'pa64@gmail.com';1;3.6;
'peju5@hotmail.com';1;NULL;
'sizo20@gmail.com';1;1.7;
'bapa73@gmail.com';1;NULL;
'ge42@gmail.com';2;0.4;
'yo61@yahoo.com';3;1.1;
'favu17@yahoo.com';1;1.6;
'vepa78@uniandes.edu.co';2;1.1;
'defo96@uniandes.edu.co';3;NULL;
'xo14@yahoo.com';1;NULL;
'pawu11@yahoo.com';2;0.2;
'hi52@gmail.com';2;1.1;
'ne88@hotmail.com';1;NULL;
'feqi76@uniandes.edu.co';3;2.8;
'na35@gmail.com';2;NULL;
'sede86@uniandes.edu.co';3;NULL;
'lo8@yahoo.com';2;0.8;
'ja74@uniandes.edu.co';2;NULL;
'li83@hotmail.com';3;5.0;
'bu32@uniandes.edu.co';1;NULL;
'jele38@hotmail.com';1;3.4;
'ye95@hotmail.com';3;3.0;
'muwo26@hotmail.com';3;4.4;
'vike81@gmail.com';2;NULL;
'husu2@hotmail.com';2;3.0;
'seci65@gmail.com';3;NULL;
'nopo46@uniandes.edu.co';1;NULL;
'piqa72@yahoo.com';3;NULL;
'xizu60@uniandes.edu.co';2;0.2;
'lufe88@uniandes.edu.co';1;4.8;
'zaba88@uniandes.edu.co';1;2.6;
'zo87@gmail.com';1;NULL;
'huja50@uniandes.edu.co';2;3.0;
'bixu23@yahoo.com';3;NULL;
'fu75@gmail.com';1;NULL;
'fipo4@gmail.com';1;4.6;
'lu85@uniandes.edu.co';1;NULL;
'piwu19@hotmail.com';3;1.7;
'ha13@uniandes.edu.co';2;2.9;
'te90@gmail.com';2;3.0;
'boho91@hotmail.com';1;NULL;
'zi77@gmail.com';3;NULL;
'mori51@gmail.com';2;4.1;
'wuhe48@yahoo.com';1;0.6;
'ko89@gmail.com';2;NULL;
'tada98@hotmail.com';1;NULL;
'veci3@gmail.com';3;0.2;
'gaja53@uniandes.edu.co';2;0.4;
'pihu6@gmail.com';2;2.8;
'hisa68@yahoo.com';1;NULL;
'xajo67@uniandes.edu.co';2;NULL;
'ka18@gmail.com';3;4.2;
'po17@uniandes.edu.co';3;2.3;
'tu20@yahoo.com';3;NULL;
'guma54@gmail.com';1;2.0;
'xu52@yahoo.com';3;3.8;
'li4@uniandes.edu.co';1;1.6;
'cu38@yahoo.com';3;NULL;
'qo56@uniandes.edu.co';1;1.2;
'to54@yahoo.com';1;4.7;
'zo32@yahoo.com';1;4.9;
'bo48@gmail.com';3;NULL;
'ji43@uniandes.edu.co';2;NULL;
'ka53@uniandes.edu.co';3;NULL;
'mu3@yahoo.com';3;0.1;
'co61@gmail.com';3;4.8;
'kime95@hotmail.com';3;NULL;
'fu35@hotmail.com';1;0.9;
'cixi58@uniandes.edu.co';2;4.8;
'qe88@uniandes.edu.co';1;0.4;
'yo26@uniandes.edu.co';3;2.5;
'wa47@uniandes.edu.co';3;NULL;
'ceni79@hotmail.com';2;3.6;
'xoje22@yahoo.com';1;1.3;
'xa51@uniandes.edu.co';2;4.3;
'wo18@uniandes.edu.co';1;0.5;
'yopo47@yahoo.com';1;1.5;
'nedo12@gmail.com';3;2.8;
'bu38@hotmail.com';1;NULL;
'ni96@yahoo.com';2;2.3;
'lo39@gmail.com';1;NULL;
'ma29@hotmail.com';3;4.0;
'fi98@gmail.com';2;NULL;
'hubi88@yahoo.com';2;NULL;
'jica7@gmail.com';1;NULL;
'wo81@uniandes.edu.co';3;NULL;
'koce38@uniandes.edu.co';3;NULL;
'qa31@uniandes.edu.co';1;3.6;
'ji15@uniandes.edu.co';1;NULL;
'go89@uniandes.edu.co';3;4.6;
'bu33@gmail.com';3;0.8;
'tuwo70@yahoo.com';2;4.6;
'sige34@yahoo.com';1;3.7;
'ho58@yahoo.com';2;0.7;
'do89@uniandes.edu.co';2;1.5;
'du92@gmail.com';1;4.8;
'va30@yahoo.com';1;NULL;
'gu23@gmail.com';2;1.0;
'nasu60@yahoo.com';3;NULL;
'da64@gmail.com';1;1.7;
'quqi56@gmail.com';2;NULL;
'petu16@gmail.com';3;NULL;
'su4@uniandes.edu.co';2;1.7;
'je91@gmail.com';2;2.3;
'josa60@hotmail.com';1;NULL;
'pade46@uniandes.edu.co';2;NULL;
'zagu74@gmail.com';3;4.1;
'fa89@hotmail.com';2;1.6;
'va58@uniandes.edu.co';2;1.5;
'homu25@yahoo.com';2;1.9;
'qi10@hotmail.com';2;NULL;
'lo94@uniandes.edu.co';3;1.9;
'muni52@hotmail.com';1;3.4;
'ri15@hotmail.com';3;4.2;
'xa91@hotmail.com';1;0.2;
'lama45@hotmail.com';1;2.7;
'zefa53@yahoo.com';2;3.1;
'te61@yahoo.com';1;1.8;
'kako45@yahoo.com';1;3.2;
'ro93@gmail.com';1;3.6;
'qu88@uniandes.edu.co';3;NULL;
've22@uniandes.edu.co';1;0.4;
'ye12@gmail.com';2;NULL;
'jaye38@uniandes.edu.co';3;NULL;
'kita85@uniandes.edu.co';3;2.7;
'jami39@hotmail.com';3;2.7;
'hu34@uniandes.edu.co';3;4.4;
'vazo10@uniandes.edu.co';1;2.3;
'le64@hotmail.com';1;4.9;
'pejo15@gmail.com';3;NULL;
'tu32@uniandes.edu.co';3;2.8;
'va85@yahoo.com';1;4.7;
'zuqu93@hotmail.com';1;NULL;
'wu88@yahoo.com';1;NULL;
'ye16@uniandes.edu.co';2;1.8;
'bi3@hotmail.com';3;2.0;
'so85@hotmail.com';3;1.7;
'poma52@uniandes.edu.co';1;NULL;
'to22@hotmail.com';3;3.2;
'yaku80@hotmail.com';3;0.4;
'cuka81@yahoo.com';2;NULL;
'di58@yahoo.com';3;NULL;
'jo28@yahoo.com';2;NULL;
'xove23@uniandes.edu.co';2;NULL;
're44@gmail.com';3;2.4;
'ca29@uniandes.edu.co';3;NULL;
'za23@gmail.com';1;NULL;
'kobi93@uniandes.edu.co';1;4.8;
'koda35@gmail.com';2;1.9;
'kevi8@gmail.com';3;4.7;
'je66@hotmail.com';1;4.7;
'zu97@gmail.com';3;NULL;
'xe68@uniandes.edu.co';3;4.6;
'bi30@yahoo.com';2;4.7;
'jase52@gmail.com';2;3.6;
'nu61@hotmail.com';3;4.7;
'gi39@yahoo.com';1;4.9;
'pu85@hotmail.com';3;3.8;
'zare20@yahoo.com';3;1.2;
'yeho69@uniandes.edu.co';2;3.3;
'yori44@gmail.com';1;0.3;
'yi71@gmail.com';3;3.8;
'zaca38@yahoo.com';3;0.7;
'mi91@hotmail.com';1;NULL;
'vafi31@yahoo.com';1;NULL;
'huni16@gmail.com';2;NULL;
'zopu94@uniandes.edu.co';2;NULL;
'wilo62@gmail.com';1;1.1;
'giqo95@yahoo.com';2;0.1;
'wumi55@uniandes.edu.co';3;NULL;
'dase37@yahoo.com';3;NULL;
'gige84@uniandes.edu.co';1;2.5;
'na20@yahoo.com';2;NULL;
'gato11@uniandes.edu.co';3;4.8;
'jako91@hotmail.com';3;NULL;
'zo11@hotmail.com';3;4.4;
'malo56@yahoo.com';1;NULL;
'xuwi76@yahoo.com';1;NULL;
'bi60@yahoo.com';2;4.8;
've41@uniandes.edu.co';3;1.0;
'va20@uniandes.edu.co';1;NULL;
'buli20@gmail.com';2;4.9;
'wo82@hotmail.com';2;0.9;
'kele29@gmail.com';2;0.4;
'fi40@uniandes.edu.co';1;5.0;
'hibe21@hotmail.com';3;3.6;
'tesu70@uniandes.edu.co';1;3.3;
'guwe31@yahoo.com';3;3.1;
'vu17@uniandes.edu.co';3;2.0;
'wa29@hotmail.com';3;NULL;
'ye57@uniandes.edu.co';3;NULL;
'bi61@uniandes.edu.co';2;NULL;
'me87@yahoo.com';1;3.4;
'caja90@uniandes.edu.co';1;NULL;
'sama67@hotmail.com';2;4.3;
'veqe71@gmail.com';2;NULL;
'keho62@yahoo.com';3;NULL;
're60@hotmail.com';2;NULL;
'ju86@gmail.com';1;4.8;
'wedu10@hotmail.com';1;3.3;
'le48@gmail.com';2;4.7;
'qa36@hotmail.com';3;NULL;
'zi83@gmail.com';3;5.0;
'he88@yahoo.com';2;NULL;
'peve49@yahoo.com';1;4.7;
'ru17@hotmail.com';3;NULL;
'jo77@hotmail.com';2;NULL;
'nedo55@hotmail.com';1;3.1;
'mo3@yahoo.com';2;1.3;
'qu97@yahoo.com';2;0.6;
'ca77@uniandes.edu.co';1;4.5;
'ja9@hotmail.com';1;4.0;
'bure78@hotmail.com';3;2.3;
'rexo7@gmail.com';2;1.7;
'ra24@uniandes.edu.co';3;NULL;
'tume31@yahoo.com';1;1.6;
'havu87@uniandes.edu.co';3;1.6;
'vo16@uniandes.edu.co';3;NULL;
'keda53@gmail.com';1;3.7;
'yo66@hotmail.com';2;4.7;
'ge77@hotmail.com';1;4.2;
'to37@uniandes.edu.co';2;NULL;
'cilo54@yahoo.com';1;NULL;
'de23@hotmail.com';1;NULL;
'wu79@hotmail.com';1;NULL;
'voda58@gmail.com';3;2.8;
'qi64@gmail.com';2;NULL;
'ji68@uniandes.edu.co';3;0.8;
'xi9@yahoo.com';3;3.9;
'ya80@uniandes.edu.co';1;NULL;
'cisa92@gmail.com';1;4.3;
'xiha39@yahoo.com';3;NULL;
'hiwo27@gmail.com';2;NULL;
'jijo54@gmail.com';2;4.6;
'ro41@yahoo.com';2;NULL;
'ha38@uniandes.edu.co';2;NULL;
'me74@hotmail.com';1;NULL;
'muzo61@hotmail.com';3;NULL;
'zi55@uniandes.edu.co';2;2.7;
'fa78@gmail.com';3;4.7;
'bido44@hotmail.com';3;NULL;
'wu99@uniandes.edu.co';2;NULL;
'rixe20@uniandes.edu.co';2;1.3;
'vi5@hotmail.com';1;1.4;
'ha10@uniandes.edu.co';1;1.9;
'hiro85@uniandes.edu.co';2;1.8;
'pa28@yahoo.com';3;NULL;
'mi6@gmail.com';1;4.0;
'sibe67@yahoo.com';3;NULL;
'no48@uniandes.edu.co';2;3.5;
'vu63@gmail.com';1;4.4;
'se42@yahoo.com';1;NULL;
'gaku42@yahoo.com';3;3.9;
'wa26@yahoo.com';3;2.3;
'qiyi64@yahoo.com';3;0.5;
'ku16@uniandes.edu.co';2;NULL;
'ki34@yahoo.com';2;4.6;
'sotu47@gmail.com';1;NULL;
'bu32@yahoo.com';2;NULL;
'bera70@hotmail.com';1;0.8;
'yo3@gmail.com';1;2.3;
'xu22@hotmail.com';1;NULL;
'ta75@gmail.com';1;0.9;
'yi12@hotmail.com';3;NULL;
'huse83@gmail.com';2;4.3;
'yoce30@gmail.com';2;3.5;
'zadu27@hotmail.com';1;1.3;
'nolu10@hotmail.com';1;NULL;
'puwe92@yahoo.com';1;1.5;
'mo9@yahoo.com';3;5.0;
'beka56@yahoo.com';1;4.3;
'ta48@yahoo.com';2;1.9;
'qu93@uniandes.edu.co';1;2.0;
'ju82@yahoo.com';1;4.7;
'buci74@uniandes.edu.co';2;3.5;
'ze55@hotmail.com';3;3.5;
'ma91@hotmail.com';1;3.0;
'hawe45@yahoo.com';1;0.5;
'xita32@gmail.com';3;3.7;
'me46@uniandes.edu.co';3;NULL;
'za27@yahoo.com';3;1.6;
'ze99@yahoo.com';3;3.3;
'wi27@uniandes.edu.co';2;1.3;
'pe76@uniandes.edu.co';3;NULL;
'fimu11@hotmail.com';2;2.6;
'caxi67@uniandes.edu.co';3;NULL;
'fihi87@yahoo.com';3;3.9;
'ra46@yahoo.com';1;NULL;
'fola89@uniandes.edu.co';3;5.0;
'ko21@gmail.com';2;NULL;
'yoyo45@yahoo.com';3;NULL;
'pa98@gmail.com';1;2.1;
'xo97@gmail.com';3;0.5;
'fefa89@uniandes.edu.co';1;NULL;
'wimo59@hotmail.com';3;0.3;
'ladi31@gmail.com';1;0.1;
'ri76@yahoo.com';3;NULL;
'kivo48@gmail.com';2;1.4;
'bi64@yahoo.com';2;NULL;
'zaxo41@uniandes.edu.co';3;4.3;
'wete38@uniandes.edu.co';1;NULL;
'cugu57@hotmail.com';2;NULL;
'refo79@yahoo.com';3;2.1;
'loku13@uniandes.edu.co';3;1.1;
'yi29@hotmail.com';3;NULL;
'ge82@uniandes.edu.co';3;0.5;
'ka86@uniandes.edu.co';3;1.3;
'me92@gmail.com';2;3.6;
'cati52@yahoo.com';2;3.9;
'cida82@yahoo.com';2;5.0;
'saco54@hotmail.com';3;NULL;
'kele1@hotmail.com';3;0.0;
'hu17@yahoo.com';2;0.1;
'va33@hotmail.com';2;0.9;
'goyo61@hotmail.com';2;NULL;
'le24@gmail.com';1;NULL;
'yoca38@hotmail.com';1;NULL;
'poko29@hotmail.com';1;3.1;
'wi54@yahoo.com';2;4.9;
'no94@hotmail.com';2;3.1;
'tica18@gmail.com';2;1.3;
'di25@hotmail.com';2;4.9;
'hu81@gmail.com';1;2.5;
'vali21@gmail.com';1;NULL;
'mixi81@hotmail.com';3;NULL;
'gi28@yahoo.com';1;0.1;
'gu56@yahoo.com';2;2.8;
'gi73@hotmail.com';1;0.2;
'xo78@gmail.com';1;NULL;
'civu92@hotmail.com';3;NULL;
'pufa22@gmail.com';2;3.2;
'ru52@uniandes.edu.co';2;0.3;
'vara97@uniandes.edu.co';2;1.2;
'lede16@uniandes.edu.co';2;0.2;
'libe96@hotmail.com';2;0.3;
'yoqo50@uniandes.edu.co';2;4.9;
'nosu82@hotmail.com';3;NULL;
'faqa58@gmail.com';1;0.1;
'za70@gmail.com';3;0.2;
'julu69@yahoo.com';2;0.2;
'bewa33@uniandes.edu.co';3;3.1;
'goyu34@gmail.com';3;1.9;
'ra10@uniandes.edu.co';2;2.8;
'tu64@uniandes.edu.co';2;NULL;
'vulo13@yahoo.com';3;1.6;
'go44@gmail.com';3;0.4;
'tuyu21@hotmail.com';2;4.7;
'ge48@yahoo.com';1;NULL;
'gika30@hotmail.com';1;4.2;
'wevi22@hotmail.com';2;3.5;
've56@gmail.com';2;0.7;
'gu68@yahoo.com';3;NULL;
'gi33@gmail.com';1;3.3;
'va28@yahoo.com';3;NULL;
'tisi53@uniandes.edu.co';2;1.3;
'kunu28@hotmail.com';3;2.4;
'fupe40@hotmail.com';1;2.0;
'duli39@hotmail.com';3;NULL;
'ku19@gmail.com';2;3.7;
'wa72@uniandes.edu.co';1;3.9;
'te61@hotmail.com';1;0.0;
'ce44@uniandes.edu.co';1;NULL;
'weyo39@yahoo.com';3;NULL;
'xoya65@yahoo.com';2;NULL;
'bi24@gmail.com';1;0.8;
'yana10@hotmail.com';3;4.3;
'tiqa50@yahoo.com';1;0.8;
'nu14@yahoo.com';2;3.8;
'goyo39@yahoo.com';1;NULL;
'hepa83@gmail.com';1;NULL;
'so70@hotmail.com';1;NULL;
'bi14@yahoo.com';3;4.2;
'puha81@yahoo.com';3;3.0;
'lo3@gmail.com';2;NULL;
'me89@yahoo.com';1;2.1;
'da88@uniandes.edu.co';3;NULL;
'yi26@uniandes.edu.co';1;3.0;
'wu80@gmail.com';3;NULL;
'tu52@hotmail.com';2;2.8;
'na14@hotmail.com';3;2.9;
'nawe40@yahoo.com';1;0.2;
'tepi49@gmail.com';2;NULL;
'rike13@uniandes.edu.co';1;1.6;
'yo4@yahoo.com';2;4.1;
'co19@uniandes.edu.co';1;3.4;
'tove31@yahoo.com';2;1.0;
'bi82@uniandes.edu.co';2;1.5;
'quvu12@yahoo.com';1;NULL;
'fu43@uniandes.edu.co';1;0.2;
'lo27@yahoo.com';3;3.5;
'fixe95@hotmail.com';3;1.3;
'wa32@uniandes.edu.co';3;1.2;
'neme78@yahoo.com';3;2.5;
'luge30@hotmail.com';2;NULL;
've89@uniandes.edu.co';2;3.4;
'yobe22@uniandes.edu.co';1;4.4;
'he66@gmail.com';1;0.5;
'co2@gmail.com';3;3.1;
'fo90@gmail.com';1;2.3;
'duzo74@yahoo.com';2;2.5;
'hu45@yahoo.com';3;1.5;
'qu74@yahoo.com';2;NULL;
'ro83@yahoo.com';1;NULL;
'goxa93@yahoo.com';2;NULL;
'vire98@uniandes.edu.co';2;NULL;
'si99@uniandes.edu.co';1;3.1;
'yevu34@hotmail.com';2;2.7;
'qe21@gmail.com';3;NULL;
'cu91@gmail.com';2;2.1;
'wu97@yahoo.com';3;NULL;
'sa51@hotmail.com';2;1.3;
'ka96@gmail.com';1;NULL;
'yudi18@yahoo.com';1;NULL;
'be65@gmail.com';3;NULL;
'hoho98@gmail.com';3;1.3;
'fomu21@gmail.com';3;NULL;
'bizo84@gmail.com';3;2.5;
'mo98@uniandes.edu.co';2;2.1;
'zupu28@yahoo.com';3;NULL;
'yifo50@gmail.com';1;NULL;
'gi47@uniandes.edu.co';2;0.0;
'yuke54@uniandes.edu.co';2;4.4;
'yuwe26@gmail.com';2;0.8;
'ko77@uniandes.edu.co';3;4.6;
'ye79@gmail.com';1;4.0;
'gu70@yahoo.com';1;NULL;
'waca61@gmail.com';2;0.3;
'loqu87@gmail.com';1;0.4;
'tugo87@gmail.com';3;NULL;
'mowo43@hotmail.com';3;0.5;
'duxa12@uniandes.edu.co';2;4.6;
'kega84@hotmail.com';3;0.8;
'kiya13@uniandes.edu.co';1;3.6;
'luce92@yahoo.com';3;1.5;
'cese63@yahoo.com';2;1.0;
'nufa47@uniandes.edu.co';2;NULL;
'qu40@yahoo.com';3;0.8;
'nu94@gmail.com';1;NULL;
'mete39@uniandes.edu.co';3;3.3;
'luce43@gmail.com';2;4.4;
'povo41@uniandes.edu.co';2;2.8;
'ga24@uniandes.edu.co';2;0.4;
