NUMERO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_RECIBIDA;COD_PROVEEDOR_ELEGIDO;FECHA_CREACION;FECHA_MAXIMA_PROPUESTAS;FECHA_ESPERADA_ENTREGA;FECHA_ENTREGA;CALIFICACION_ENTREGA;HA_SIDO_ELEGIDA;HA_SIDO_SATISFECHA;
6156281;69;4;15;0;NULL;TO_DATE('2013-10-15','YYYY-MM-DD');TO_TIMESTAMP('2013-10-21 00:23:11','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7023559;57;22;11;0;'to52@uniandes.edu.co';TO_DATE('2013-05-25','YYYY-MM-DD');TO_TIMESTAMP('2013-06-02 21:02:49','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-16','YYYY-MM-DD');NULL;NULL;'Si';'No';
9776839;38;11;17;0;NULL;TO_DATE('2013-06-24','YYYY-MM-DD');TO_TIMESTAMP('2013-06-25 01:35:01','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8334941;6;11;13;0;'vafi31@yahoo.com';TO_DATE('2013-07-19','YYYY-MM-DD');TO_TIMESTAMP('2013-07-25 21:32:17','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-09','YYYY-MM-DD');NULL;NULL;'Si';'No';
8302810;64;20;3;0;NULL;TO_DATE('2014-02-16','YYYY-MM-DD');TO_TIMESTAMP('2014-02-26 18:27:42','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6649326;54;25;4;0;NULL;TO_DATE('2013-06-23','YYYY-MM-DD');TO_TIMESTAMP('2013-06-30 23:40:12','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2895966;72;4;20;20;'rofi34@gmail.com';TO_DATE('2013-10-06','YYYY-MM-DD');TO_TIMESTAMP('2013-10-16 18:21:09','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-25','YYYY-MM-DD');TO_DATE('2013-10-26','YYYY-MM-DD');4;'Si';'Si';
9285484;35;21;10;0;NULL;TO_DATE('2013-12-15','YYYY-MM-DD');TO_TIMESTAMP('2013-12-20 06:01:48','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
615816;64;27;4;0;'nobe91@yahoo.com';TO_DATE('2014-03-05','YYYY-MM-DD');TO_TIMESTAMP('2014-03-10 22:06:56','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-23','YYYY-MM-DD');NULL;NULL;'Si';'No';
8244402;71;5;3;0;NULL;TO_DATE('2013-12-16','YYYY-MM-DD');TO_TIMESTAMP('2013-12-27 11:30:56','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6850377;53;17;16;0;NULL;TO_DATE('2013-06-09','YYYY-MM-DD');TO_TIMESTAMP('2013-06-10 16:12:18','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2620603;61;15;5;0;'jaka2@yahoo.com';TO_DATE('2013-11-19','YYYY-MM-DD');TO_TIMESTAMP('2013-11-24 21:13:15','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-09','YYYY-MM-DD');NULL;NULL;'Si';'No';
6006184;37;30;3;0;NULL;TO_DATE('2013-07-04','YYYY-MM-DD');TO_TIMESTAMP('2013-07-08 06:28:30','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1826335;70;1;7;0;'kevi8@gmail.com';TO_DATE('2013-09-15','YYYY-MM-DD');TO_TIMESTAMP('2013-09-17 08:47:35','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-26','YYYY-MM-DD');NULL;NULL;'Si';'No';
198074;62;28;5;0;NULL;TO_DATE('2013-04-22','YYYY-MM-DD');TO_TIMESTAMP('2013-05-01 19:25:23','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5049990;67;8;1;0;NULL;TO_DATE('2014-01-10','YYYY-MM-DD');TO_TIMESTAMP('2014-01-17 06:06:35','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5756521;33;12;7;0;NULL;TO_DATE('2014-03-05','YYYY-MM-DD');TO_TIMESTAMP('2014-03-06 20:45:04','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9658300;58;12;7;0;NULL;TO_DATE('2014-03-26','YYYY-MM-DD');TO_TIMESTAMP('2014-03-29 17:49:51','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2068353;38;28;1;0;NULL;TO_DATE('2013-08-22','YYYY-MM-DD');TO_TIMESTAMP('2013-08-26 20:12:41','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9642013;25;30;9;0;NULL;TO_DATE('2013-04-28','YYYY-MM-DD');TO_TIMESTAMP('2013-05-04 19:15:44','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3921891;58;28;15;0;NULL;TO_DATE('2013-10-07','YYYY-MM-DD');TO_TIMESTAMP('2013-10-15 22:38:28','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
964790;31;17;6;6;'ya83@uniandes.edu.co';TO_DATE('2013-10-31','YYYY-MM-DD');TO_TIMESTAMP('2013-11-09 19:52:39','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-19','YYYY-MM-DD');TO_DATE('2013-11-17','YYYY-MM-DD');5;'Si';'Si';
277142;10;13;3;0;'rubi31@hotmail.com';TO_DATE('2013-08-08','YYYY-MM-DD');TO_TIMESTAMP('2013-08-16 10:20:29','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-23','YYYY-MM-DD');NULL;NULL;'Si';'No';
5727043;58;21;15;0;'je65@uniandes.edu.co';TO_DATE('2014-02-23','YYYY-MM-DD');TO_TIMESTAMP('2014-02-25 13:48:57','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-06','YYYY-MM-DD');NULL;NULL;'Si';'No';
1766815;70;9;10;0;'dexu44@uniandes.edu.co';TO_DATE('2013-08-19','YYYY-MM-DD');TO_TIMESTAMP('2013-08-30 13:41:21','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-07','YYYY-MM-DD');NULL;NULL;'Si';'No';
9029480;69;10;17;0;NULL;TO_DATE('2013-10-19','YYYY-MM-DD');TO_TIMESTAMP('2013-10-24 00:06:32','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3813508;40;19;18;0;NULL;TO_DATE('2013-04-27','YYYY-MM-DD');TO_TIMESTAMP('2013-04-28 03:09:49','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3335754;59;20;4;0;'zime19@uniandes.edu.co';TO_DATE('2013-12-19','YYYY-MM-DD');TO_TIMESTAMP('2013-12-28 19:01:59','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-07','YYYY-MM-DD');NULL;NULL;'Si';'No';
8367470;71;3;9;9;'fa78@gmail.com';TO_DATE('2013-08-18','YYYY-MM-DD');TO_TIMESTAMP('2013-08-26 03:04:14','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-06','YYYY-MM-DD');TO_DATE('2013-09-01','YYYY-MM-DD');5;'Si';'Si';
220200;29;26;15;24;'cege77@uniandes.edu.co';TO_DATE('2014-01-18','YYYY-MM-DD');TO_TIMESTAMP('2014-01-27 02:39:03','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-03','YYYY-MM-DD');TO_DATE('2014-02-05','YYYY-MM-DD');3;'Si';'Si';
3266475;67;3;4;0;NULL;TO_DATE('2014-02-23','YYYY-MM-DD');TO_TIMESTAMP('2014-02-25 18:04:07','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6731174;14;16;6;0;NULL;TO_DATE('2013-09-01','YYYY-MM-DD');TO_TIMESTAMP('2013-09-12 07:59:30','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4775648;67;3;12;0;'side93@uniandes.edu.co';TO_DATE('2014-03-11','YYYY-MM-DD');TO_TIMESTAMP('2014-03-19 02:53:41','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-30','YYYY-MM-DD');NULL;NULL;'Si';'No';
2980218;70;3;11;0;NULL;TO_DATE('2013-10-31','YYYY-MM-DD');TO_TIMESTAMP('2013-11-08 21:32:39','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3779131;68;5;5;0;NULL;TO_DATE('2014-01-23','YYYY-MM-DD');TO_TIMESTAMP('2014-01-24 02:12:34','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7725264;27;16;7;7;'fe80@uniandes.edu.co';TO_DATE('2014-04-18','YYYY-MM-DD');TO_TIMESTAMP('2014-04-22 20:30:09','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-05-03','YYYY-MM-DD');TO_DATE('2014-05-06','YYYY-MM-DD');2;'Si';'Si';
165003;41;16;7;0;'za66@uniandes.edu.co';TO_DATE('2014-01-05','YYYY-MM-DD');TO_TIMESTAMP('2014-01-15 00:58:16','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-24','YYYY-MM-DD');NULL;NULL;'Si';'No';
4138093;9;22;14;0;'no86@yahoo.com';TO_DATE('2013-05-08','YYYY-MM-DD');TO_TIMESTAMP('2013-05-10 01:01:32','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-18','YYYY-MM-DD');NULL;NULL;'Si';'No';
4054863;70;2;13;0;'si77@hotmail.com';TO_DATE('2014-03-07','YYYY-MM-DD');TO_TIMESTAMP('2014-03-15 16:42:55','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-28','YYYY-MM-DD');NULL;NULL;'Si';'No';
5946065;63;23;2;4;'ho58@yahoo.com';TO_DATE('2013-12-20','YYYY-MM-DD');TO_TIMESTAMP('2013-12-31 02:40:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-08','YYYY-MM-DD');TO_DATE('2014-01-08','YYYY-MM-DD');5;'Si';'Si';
9205591;72;2;12;0;'co61@gmail.com';TO_DATE('2014-04-11','YYYY-MM-DD');TO_TIMESTAMP('2014-04-21 02:26:14','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-05-06','YYYY-MM-DD');NULL;NULL;'Si';'No';
2688465;39;26;6;0;'tebo57@gmail.com';TO_DATE('2013-09-15','YYYY-MM-DD');TO_TIMESTAMP('2013-09-24 14:27:53','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-05','YYYY-MM-DD');NULL;NULL;'Si';'No';
6138957;72;9;14;0;NULL;TO_DATE('2013-08-15','YYYY-MM-DD');TO_TIMESTAMP('2013-08-18 15:54:33','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
615321;48;20;11;11;'ya80@uniandes.edu.co';TO_DATE('2014-03-31','YYYY-MM-DD');TO_TIMESTAMP('2014-04-01 15:25:43','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-14','YYYY-MM-DD');TO_DATE('2014-04-11','YYYY-MM-DD');5;'Si';'Si';
869671;72;7;9;0;'lo94@uniandes.edu.co';TO_DATE('2014-04-17','YYYY-MM-DD');TO_TIMESTAMP('2014-04-21 01:57:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-29','YYYY-MM-DD');NULL;NULL;'Si';'No';
3196790;55;18;17;0;NULL;TO_DATE('2013-10-14','YYYY-MM-DD');TO_TIMESTAMP('2013-10-21 01:19:54','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8009282;14;19;17;0;'fu99@hotmail.com';TO_DATE('2013-09-21','YYYY-MM-DD');TO_TIMESTAMP('2013-10-02 07:06:08','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-14','YYYY-MM-DD');NULL;NULL;'Si';'No';
2100567;70;6;19;19;'nu40@yahoo.com';TO_DATE('2013-06-25','YYYY-MM-DD');TO_TIMESTAMP('2013-06-29 09:16:40','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-14','YYYY-MM-DD');TO_DATE('2013-07-09','YYYY-MM-DD');5;'Si';'Si';
7347772;17;28;20;0;NULL;TO_DATE('2013-09-18','YYYY-MM-DD');TO_TIMESTAMP('2013-09-28 05:06:52','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9221264;67;5;1;1;'ka53@uniandes.edu.co';TO_DATE('2013-05-30','YYYY-MM-DD');TO_TIMESTAMP('2013-06-04 05:50:13','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-19','YYYY-MM-DD');TO_DATE('2013-06-17','YYYY-MM-DD');5;'Si';'Si';
982146;69;1;6;0;'sede86@uniandes.edu.co';TO_DATE('2014-02-27','YYYY-MM-DD');TO_TIMESTAMP('2014-03-01 16:35:25','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
9088546;7;16;9;0;NULL;TO_DATE('2014-02-18','YYYY-MM-DD');TO_TIMESTAMP('2014-02-26 00:06:00','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1754200;12;17;1;0;'ga53@uniandes.edu.co';TO_DATE('2014-03-25','YYYY-MM-DD');TO_TIMESTAMP('2014-04-01 05:41:43','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-15','YYYY-MM-DD');NULL;NULL;'Si';'No';
9178906;68;2;16;0;'ju17@uniandes.edu.co';TO_DATE('2014-04-05','YYYY-MM-DD');TO_TIMESTAMP('2014-04-13 20:19:11','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-27','YYYY-MM-DD');NULL;NULL;'Si';'No';
3997584;70;5;17;0;NULL;TO_DATE('2014-03-18','YYYY-MM-DD');TO_TIMESTAMP('2014-03-25 05:19:42','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2086463;63;11;16;0;NULL;TO_DATE('2014-02-02','YYYY-MM-DD');TO_TIMESTAMP('2014-02-03 13:13:00','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7763764;9;26;8;13;'fo90@gmail.com';TO_DATE('2013-10-02','YYYY-MM-DD');TO_TIMESTAMP('2013-10-05 19:01:20','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-20','YYYY-MM-DD');TO_DATE('2013-10-20','YYYY-MM-DD');5;'Si';'Si';
8750040;18;12;1;0;NULL;TO_DATE('2013-10-17','YYYY-MM-DD');TO_TIMESTAMP('2013-10-26 18:20:37','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2804009;67;1;10;10;'pife14@yahoo.com';TO_DATE('2014-03-10','YYYY-MM-DD');TO_TIMESTAMP('2014-03-12 17:53:00','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-20','YYYY-MM-DD');TO_DATE('2014-03-25','YYYY-MM-DD');0;'Si';'Si';
9004394;71;3;19;0;NULL;TO_DATE('2014-02-28','YYYY-MM-DD');TO_TIMESTAMP('2014-03-10 17:41:32','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5210453;2;15;10;13;'davo32@uniandes.edu.co';TO_DATE('2014-01-23','YYYY-MM-DD');TO_TIMESTAMP('2014-02-02 01:28:24','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-16','YYYY-MM-DD');TO_DATE('2014-02-15','YYYY-MM-DD');5;'Si';'Si';
2290264;66;17;17;27;'zece30@gmail.com';TO_DATE('2013-09-28','YYYY-MM-DD');TO_TIMESTAMP('2013-10-01 06:17:51','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-11','YYYY-MM-DD');TO_DATE('2013-10-16','YYYY-MM-DD');0;'Si';'Si';
1419882;68;6;6;0;NULL;TO_DATE('2013-12-10','YYYY-MM-DD');TO_TIMESTAMP('2013-12-18 23:56:23','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7076191;5;27;3;3;'paki19@yahoo.com';TO_DATE('2013-12-19','YYYY-MM-DD');TO_TIMESTAMP('2013-12-20 18:35:26','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-03','YYYY-MM-DD');TO_DATE('2014-01-01','YYYY-MM-DD');5;'Si';'Si';
7258163;60;14;6;0;NULL;TO_DATE('2013-09-30','YYYY-MM-DD');TO_TIMESTAMP('2013-10-03 22:35:50','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8163712;58;15;4;0;'povo41@uniandes.edu.co';TO_DATE('2013-05-17','YYYY-MM-DD');TO_TIMESTAMP('2013-05-23 04:57:04','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-30','YYYY-MM-DD');NULL;NULL;'Si';'No';
8900429;48;13;2;0;NULL;TO_DATE('2013-11-18','YYYY-MM-DD');TO_TIMESTAMP('2013-11-29 06:32:40','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6091073;15;20;19;0;'se22@gmail.com';TO_DATE('2014-03-22','YYYY-MM-DD');TO_TIMESTAMP('2014-03-29 03:10:18','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
6912233;62;15;14;0;NULL;TO_DATE('2013-09-01','YYYY-MM-DD');TO_TIMESTAMP('2013-09-09 16:42:31','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1160812;71;7;15;0;'tame43@hotmail.com';TO_DATE('2013-07-15','YYYY-MM-DD');TO_TIMESTAMP('2013-07-23 13:21:36','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-30','YYYY-MM-DD');NULL;NULL;'Si';'No';
3703319;67;7;18;18;'bico48@gmail.com';TO_DATE('2013-05-07','YYYY-MM-DD');TO_TIMESTAMP('2013-05-17 17:36:50','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-29','YYYY-MM-DD');TO_DATE('2013-05-27','YYYY-MM-DD');5;'Si';'Si';
3013356;71;1;12;0;NULL;TO_DATE('2013-10-05','YYYY-MM-DD');TO_TIMESTAMP('2013-10-15 06:23:35','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
965954;67;10;8;0;NULL;TO_DATE('2014-03-01','YYYY-MM-DD');TO_TIMESTAMP('2014-03-05 02:57:20','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1433688;60;20;11;0;NULL;TO_DATE('2014-01-29','YYYY-MM-DD');TO_TIMESTAMP('2014-02-03 09:03:36','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8288699;70;6;17;30;'pimo68@uniandes.edu.co';TO_DATE('2014-03-21','YYYY-MM-DD');TO_TIMESTAMP('2014-03-25 03:15:25','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-09','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');5;'Si';'Si';
6174566;10;15;16;0;NULL;TO_DATE('2013-07-09','YYYY-MM-DD');TO_TIMESTAMP('2013-07-11 11:39:08','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8838692;71;3;7;0;'ke29@yahoo.com';TO_DATE('2014-02-13','YYYY-MM-DD');TO_TIMESTAMP('2014-02-16 04:06:55','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-03','YYYY-MM-DD');NULL;NULL;'Si';'No';
3992103;50;30;7;0;'faku66@hotmail.com';TO_DATE('2013-11-23','YYYY-MM-DD');TO_TIMESTAMP('2013-12-01 08:57:44','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-11','YYYY-MM-DD');NULL;NULL;'Si';'No';
558405;71;2;16;0;NULL;TO_DATE('2014-03-06','YYYY-MM-DD');TO_TIMESTAMP('2014-03-08 19:10:20','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9299132;70;5;18;18;'noju2@yahoo.com';TO_DATE('2013-11-06','YYYY-MM-DD');TO_TIMESTAMP('2013-11-13 21:24:32','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-27','YYYY-MM-DD');TO_DATE('2013-11-30','YYYY-MM-DD');2;'Si';'Si';
5798545;24;20;17;0;NULL;TO_DATE('2013-12-22','YYYY-MM-DD');TO_TIMESTAMP('2013-12-24 13:36:11','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9093069;29;27;11;0;NULL;TO_DATE('2013-10-19','YYYY-MM-DD');TO_TIMESTAMP('2013-10-25 08:53:18','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7114245;69;6;2;0;'diki67@yahoo.com';TO_DATE('2013-09-13','YYYY-MM-DD');TO_TIMESTAMP('2013-09-23 01:48:13','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-03','YYYY-MM-DD');NULL;NULL;'Si';'No';
2474840;71;2;3;5;'bu35@yahoo.com';TO_DATE('2014-02-18','YYYY-MM-DD');TO_TIMESTAMP('2014-02-19 19:53:18','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-26','YYYY-MM-DD');TO_DATE('2014-02-26','YYYY-MM-DD');5;'Si';'Si';
3938852;69;8;18;0;'sipu78@uniandes.edu.co';TO_DATE('2013-04-23','YYYY-MM-DD');TO_TIMESTAMP('2013-05-01 03:54:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
9887025;32;17;3;0;NULL;TO_DATE('2013-04-25','YYYY-MM-DD');TO_TIMESTAMP('2013-04-30 22:12:49','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4249545;18;16;7;0;NULL;TO_DATE('2013-06-09','YYYY-MM-DD');TO_TIMESTAMP('2013-06-20 06:00:51','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4039815;66;23;18;0;NULL;TO_DATE('2013-08-21','YYYY-MM-DD');TO_TIMESTAMP('2013-08-22 09:44:03','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1757174;43;11;15;0;NULL;TO_DATE('2014-03-12','YYYY-MM-DD');TO_TIMESTAMP('2014-03-19 05:53:16','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4424177;32;19;3;0;'lo97@uniandes.edu.co';TO_DATE('2014-02-23','YYYY-MM-DD');TO_TIMESTAMP('2014-02-23 22:01:50','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-06','YYYY-MM-DD');NULL;NULL;'Si';'No';
973028;67;9;16;0;'xosu14@hotmail.com';TO_DATE('2013-04-30','YYYY-MM-DD');TO_TIMESTAMP('2013-05-03 17:28:36','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
6257281;49;14;13;0;'paro48@uniandes.edu.co';TO_DATE('2013-07-31','YYYY-MM-DD');TO_TIMESTAMP('2013-08-02 03:48:03','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-15','YYYY-MM-DD');NULL;NULL;'Si';'No';
9796992;68;5;19;0;NULL;TO_DATE('2013-10-19','YYYY-MM-DD');TO_TIMESTAMP('2013-10-24 10:14:27','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2870622;67;10;17;0;NULL;TO_DATE('2014-02-06','YYYY-MM-DD');TO_TIMESTAMP('2014-02-12 02:11:10','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5035230;65;22;3;0;'pima60@uniandes.edu.co';TO_DATE('2013-10-05','YYYY-MM-DD');TO_TIMESTAMP('2013-10-08 23:32:38','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-20','YYYY-MM-DD');NULL;NULL;'Si';'No';
965508;27;17;10;0;'he9@gmail.com';TO_DATE('2014-01-11','YYYY-MM-DD');TO_TIMESTAMP('2014-01-15 08:06:53','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-22','YYYY-MM-DD');NULL;NULL;'Si';'No';
539148;69;7;12;0;NULL;TO_DATE('2014-01-01','YYYY-MM-DD');TO_TIMESTAMP('2014-01-06 07:40:43','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
630723;26;25;6;0;NULL;TO_DATE('2013-09-26','YYYY-MM-DD');TO_TIMESTAMP('2013-09-30 20:24:39','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3380670;68;10;11;0;NULL;TO_DATE('2014-03-05','YYYY-MM-DD');TO_TIMESTAMP('2014-03-07 10:30:26','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4140872;68;7;7;8;'ma29@hotmail.com';TO_DATE('2013-12-01','YYYY-MM-DD');TO_TIMESTAMP('2013-12-06 15:11:41','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-13','YYYY-MM-DD');TO_DATE('2013-12-16','YYYY-MM-DD');2;'Si';'Si';
6406760;16;11;3;0;NULL;TO_DATE('2013-12-08','YYYY-MM-DD');TO_TIMESTAMP('2013-12-12 22:04:25','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4275654;5;24;14;0;NULL;TO_DATE('2013-06-26','YYYY-MM-DD');TO_TIMESTAMP('2013-06-29 17:45:17','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5640409;47;21;5;0;'medu32@yahoo.com';TO_DATE('2014-02-26','YYYY-MM-DD');TO_TIMESTAMP('2014-02-27 05:43:16','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
5071136;72;10;20;0;NULL;TO_DATE('2014-04-17','YYYY-MM-DD');TO_TIMESTAMP('2014-04-28 04:57:11','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
494214;53;26;1;1;'ve14@hotmail.com';TO_DATE('2014-02-26','YYYY-MM-DD');TO_TIMESTAMP('2014-03-01 16:29:37','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-10','YYYY-MM-DD');TO_DATE('2014-03-07','YYYY-MM-DD');5;'Si';'Si';
3595783;5;22;16;0;'fu43@uniandes.edu.co';TO_DATE('2013-06-27','YYYY-MM-DD');TO_TIMESTAMP('2013-07-02 13:49:44','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-13','YYYY-MM-DD');NULL;NULL;'Si';'No';
4462888;72;5;10;0;NULL;TO_DATE('2013-07-10','YYYY-MM-DD');TO_TIMESTAMP('2013-07-21 02:17:55','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8013346;70;8;5;0;NULL;TO_DATE('2013-10-29','YYYY-MM-DD');TO_TIMESTAMP('2013-10-30 04:17:22','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2234817;69;7;9;0;'fola89@uniandes.edu.co';TO_DATE('2013-05-11','YYYY-MM-DD');TO_TIMESTAMP('2013-05-18 20:09:57','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-25','YYYY-MM-DD');NULL;NULL;'Si';'No';
7634989;56;26;10;10;'noka71@hotmail.com';TO_DATE('2013-05-06','YYYY-MM-DD');TO_TIMESTAMP('2013-05-09 06:31:21','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-16','YYYY-MM-DD');TO_DATE('2013-05-21','YYYY-MM-DD');0;'Si';'Si';
8415275;19;26;17;0;NULL;TO_DATE('2013-09-17','YYYY-MM-DD');TO_TIMESTAMP('2013-09-19 18:30:04','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
